abstract,summary
Peter Watrous guide to upcoming jazz events in New York City; photo (M) ,"This singer has brought to jazz a special way with words and the musical line. At 89, he is still an extraordinary improviser-- his lines sing like those of no other jazz musician. *'' EASTWOOD: AFTER HOURS, A NIGHT OF JAZZ'' He is also a highly intelligent improviser, with one of the surest senses of swing in jazz. CARTER Sarah Vaughan once claimed that Betty Carter was the real jazz singer. Ms. Carter is a pure improviser, and she is one of jazz's best band leaders and small-group arrangers, as this concert should demonstrate. Blue Note. A PORTRAIT IN JAZZ'' For this concert, Jazz at Lincoln Center has brought together its orchestra to interpret''"
"Thomas Hine essay on graphic design, the craft of making words and images perceptible, meaningful and emotionally expressive; photos (L) ","Everyone is a spectator of graphic design, eagerly sometimes, involuntarily at others. The show, which runs through Feb. 16, includes examples of corporate identity design on which companies like FedEx, Continental Airlines and Time Warner have spent millions of dollars. Graphic design is a difficult subject for museums. One of the key roles that graphic design plays is to give a business, an institution or even a person a visual identity. THERE WAS A TIME WHEN concocting a corporate identity was a near-heroic activity. His firm is credited with inventing corporate identity consulting-- and replacing those design wizards with a less flamboyant service-oriented approach. The new identity accepts what people call the company. Michael Strassburger, of the Seattle graphic design firm Modern Dog, probably represents the ultimate in loosely constructed identity."
Herbert Muschamp guide to forthcoming noteworthy architecture events; photo (M) ,"San Francisco Museum of Modern Art. Approximately 60 objects, including Breuer's design drawings, construction photographs and original furnishings, will be on view. Whitney Museum of American Art.''SPATIAL REVERBERATIONS: National Building Museum, Washington. Jewish Museum. Oakland Museum of California. ARCHITECTURE AND DESIGN FOR COMMERCIAL AVIATION'' National Building Museum, Washington.''CHARLES RENNIE MACKINTOSH'' Metropolitan Museum of Art. Museum of Contemporary Art, Los Angeles. Cooper-Hewitt National Design Museum. REOPENING OF THE COOPER-HEWITT NATIONAL DESIGN MUSEUM Our national design museum reopens with'' Mixing Messages: Graphic Design in Contemporary Culture.'' The exhibition inaugurates the university's new Aronoff Center, which is an extraordinary piece of architecture designed by Eisenman Architects of New York."
"Joanne Starkey reviews restaurant Nick Diangelo, Merrick, NY (M) ","Spaghetti and meatballs in a robust chunky tomato sauce; fettuccine a la vodka in a rich pink sauce flecked with prosciutto, and feather-light gnocchi, a huge platter covered with a hefty meat sauce and slices of sausage, are the dishes to order. The only pasta disappointments were two non-red sauce affairs: garlic shrimp in olive oil with arugula and chopped tomatoes, and a special that also starred shrimp and olive oil with the addition of broccoli, cauliflower and bread crumbs. The grilled Tuscan bread came on a platter with toppings of haricots verts, red onion slices, oven-dried tomatoes and chunks of Gorgonzola cheese. Credit cards: All major cards."
Ben Brantley comments on heartening number of major American dramatists whose works will be presented in upcoming New York City theater season; photos of scenes from Sex and Longing by Christopher Durang and Psychopathia Sexualis by John Patrick Shanley (S) ,"have been quiet for too many seasons. ( Tom Stoppard is apparently staying home, for a change.)But Yankee patriots can take satisfaction from the fact that such major home-grown dramatists as Christopher Durang and Craig Lucas are back with their first full-length, original works in at least six years. And there are new offerings from Lanford Wilson, Wendy Wasserstein, Donald Margulies, John Patrick Shanley, David Ives and, yes, Mr. McNally, whose latest work is presumably not about writer's block. Mr. Shanley's'' Psychopathia Sexualis'' and'' An American Daughter,'' the Louisa May Alcott-ish name for Ms. Wasserstein's look at political progeny. Even magic shows are sounding cosmic this season: David Copperfield's is called'' Dreams and Nightmares.''THE NEW SEASON / THEATER"
Peter Marks guide to upcoming theatrical events in New York City and elsewhere; photos (L) ,"New York Theater Workshop.''HARRIGAN AND HART'' The York Theater Company begins its third season of Big Musicals John Houseman Theater, 450 W. 42d St. Goodman Theater, Chicago. The National Theater of Greece, appearing in New York for the first time in 20 years, performs Sophocles-- in Greek. Manhattan Theater Club Stage The WPA Theater begins its new season with a little-known work by Tennessee Williams. ( 598-9802)''THE NEW BOZENA'' Manhattan Theater Club.''CHICAGO'' A new production, with music by Mr. Goldenthal. Suddenly, the New York theater ca n't get enough of Sam Shepard.'' New Victory Theater, 209 W. 42d St. Yale Repertory Theater, New Haven. Manhattan Theater Club. Roundabout Theater Company. A Lincoln Center Theater production."
Jon Pareles previews fall pop music season; photo of Sheryl Crow (S) ,"WAS ALTERNATIVE rock a flash in the pan? Does punk have any more commercial staying power than it did in the 1970's? Folk rock has conundrums and self-absorption to appeal to adolescents and collegians; for less intent listeners, it has a homey familiarity. And even with a musically conservative core, 1990's folk rock can sound slightly daring with a touch of distortion or a discordant sample slipped into the mix. Leading commercial contenders will include new releases this fall by R.E.M., Counting Crows and Sheryl Crow, with more folk rock from John Mellencamp, Suzanne Vega and Michelle Shocked. Donovan himself is making a comeback, 30 years after'' Sunshine Superman.''Folk rock wo n't be the season's only sound."
Peter M Nichols previews new home video season; sees some of biggest and best movies ever headed for re-release as year 2000 nears; photo (M) ,"The same day,'' My Fair Lady'' ( 1964 ) will pop up again in a century-ending re-reissue of a video reissued only two years ago on the film's 30th anniversary. With his partner, Robert Harris, Mr. Katz restores the camera negative, or the piece of film the movie was actually shot on. On Oct. 4, Universal will introduce the restored film at the New York Film Festival, and after a theatrical run, the video will be released in February. At that temperature a film can turn to acetic acid.'' The idea is to marry old film and new technology without destroying the spirit of the picture,'' Mr. Katz said.'' And who'd do that?THE NEW SEASON / HOME VIDEO"
Peter Watrous comments on some startlingly original work being produced by younger jazz musicians; photo of drummer Leon Parker (S) ,"JUST FIVE YEARS AGO THEY were taking their first unsteady steps in the jazz world, promising young musicians learning on the job. The drummer Leon Parker, the saxophonists David Sanchez, Javon Jackson and Steve Wilson, the trumpeter Nicholas Payton and the pianists Danilo Perez, Jacky Terrasson, Rodney Kendrick and Marcus Roberts have begun to change the musical landscape of mainstream jazz. Part of their musical growth is attributable to the changed economics of jazz: they are working and recording, which allows them to develop. The musicians have absorbed some of jazz's lessons, and it is now time to move on. Mr. Sanchez's new recording is a deft blending of Puerto Rican musical traditions and modern mainstream jazz. THE NEW SEASON / POP & amp; JAZZ"
"Stephen Birmingham article discusses impact of Dada on contemporary art, in light of show Making Mischief: Dada Invades New York, opening at Whitney Museum of American Art on Nov 21; photos (L) ","when'' Making Mischief: Dada Invades New York,'' a show of more than 200 items, opens at the Whitney Museum of American Art. The show will also partially recreate the interior of the Manhatttan apartment of the Walter Arensbergs, major Dada patrons and collectors. The joke of the show was Marcel Duchamp, then 26, with his naughtily titled'' Nude Descending a Staircase,'' in which no one could detect an actual nude. Arensberg had fallen in love with Duchamp's work, and set out to acquire every piece Duchamp produced. When he first came to New York, Duchamp even lived with the Arensbergs for a while. With Duchamp as the star attraction. In 1923, Dada in New York was declared dead."
"Rising Star Productions offers acting classes for children, Mohegan Lake, NY, led by actress Mara Hobel; her career reviewed; photos (M) ","Mara Hobel, the teacher and director in charge of Rising Star Productions, does not look much older than her senior students. When she was looking for a teacher for the little theater space she had built, she remembered Ms. Hobel, a former Tom Thumb student, as'' that kid with something special.'' Last summer, Ms. Hobel began offering acting classes in the performing space at Tom Thumb for preschoolers from 3 1/2 to 5, and for older students up to 15. More important, Ms. Hobel said, the students learn to be assertive and express themselves. Hobel also manages to juggle activities to stay in the business. One session of Rising Star classes ended on June 1."
"Teachers, administrators and students at John Pettibone School in New Milford, Conn, laud new program called Step-Up Day, held a few days before school let out in June; during one-hour program, all returning Pettibone students wree given their fall teacher assignments and sent to their new classrooms to get acquainted; students were also given lists of school supplies they would need for new year and basic readiness skills required for new grade; photos (M) ","WHEN classes began at John Pettibone School in New Milford this year, teachers were delighted to find most of their elementary students unusually relaxed, prepared and willing to get down to business right away. During the one-hour program, all returning Pettibone students were given their fall teacher assignments and sent to their new classrooms to get acquainted. Typically, teachers confer on student placements and schools hold general orientation sessions for new students. She said she received two E-mail messages and three handwritten notes from new students before school started. Another second-grade teacher, Vicki Hanson, said Step-Up Day helped her see what her new class would be like. Then, whoa!''How do teachers grade their first day at school?Mrs."
"Interview with Irwin Hersch on his decision to open independent bookstore, Mount Kisco Book Co, Mount Kisco, NY, at time when chains are driving out such shops; photo (M) ","Hersch first became involved with books in 1974, when he was still in the investment business.'' The Coliseum Book Shop was'' a success from the day we opened,'' Mr. Hersch said.'' For instance, we stocked 500 books on chess alone. Mr. Hersch is still a co- owner of the Coliseum Book Shop. Customers like to know their book sellers. Chip Edmonstin, who was Fox & amp; Southerland bookstore manager, manages our book department. Our people sometimes talk to a client about a book for half an hour. We carry an inventory of $ 1 million in books alone,'' Mr. Hersch said.'' And another half million in children's books."
"Interview with Marielle K Sack, 19, who was volunteer page at Republican National Convention; photo (M) ","Her interest led her to apply for-- and with the help of the Westchester County Executive, Andrew P. O'Rourke-- obtain a position as a volunteer page at the Republican National Convention in San Diego. As one of about 280 pages, Ms. Sack, a sophomore at Boston College and the niece of Mr. O'Rourke's County Attorney, Marilyn J. Slaatten, was a gofer at the convention and witnessed the national political scene firsthand. I read The New York Times, the local newspaper; I read Time magazine, The New Republic. Q. Describe the convention scene. Q. It is often said that New York Republicans go to conventions and find that Republicans from around the country are much more conservative than they are. Marielle K. Sack"
Jennifer Dunning guide to upcoming dance events in New York City and elsewhere; photos (L) ,"THE COMPANY OF MEN'' Dance by men for male dancers. Dance Theater Workshop.''KOOSIL-JA HWANG'' ( 260-9523)IN-YOUNG SOHN DANCE COMPANY OF KOREA ALPHA-OMEGA THEATRICAL DANCE COMPANY Modern dance by black choreographers. DANCE AT TILLES CENTER A yeasty mix of the new and ancient in dance. DANCE AT BROOKLYN COLLEGE ZHONGMEI DANCE COMPANY Lyrical dance by a Chinese-born choreographer. PASCAL RIOULT DANCE THEATER A New York modern dance choreographer and his company celebrate love at the end of a century. HILARY EASTON AND COMPANY Modern dance DANCE ON A new generation in the struggling field of modern dance in Japan. Dance Theater Workshop. FebruaryPAUL TAYLOR DANCE COMPANY MARTHA GRAHAM DANCE COMPANY BALLET PRELJOCAJ From France, modern dance by Angelin Preljocaj. NY New Indian dance from Britain."
"Rita Reif selective guide to noteworthy events coming this year in art, design, and crafts; drawing (M) ","PLACE: VERNACULAR ARCHITECTURE IN AMERICAN FOLK ART'' Since the 18th century, American folk artists and craftsmen have enthusiastically documented the changing architectural scene. Museum of American Folk Art.''MIXING Metropolitan Museum of Art. : 19TH- CENTURY NAVAJO TEXTILES'' Neuberger Museum of Art, State University of New York, Purchase, N.Y. American Museum of Natural History.''MICHAEL LUCERO: American Craft Museum, 40 W. 53d St. ( 956- 3535)November''REINSTALLATION OF THE ISLAMIC ART GALLERY: MAGIC CARPETS'' Islamic carpets and textiles of the 16th to the 18th century. ART AND DESIGN CIRCA 1900'' Traveling to the Chrysler Museum of Art, Norfolk, Va.''NEW YORK TOY STORIES'' Museum of the City of New York, Fifth Ave. Metropolitan Museum. Museum of American Folk Art. Corning Museum of Glass, Corning, N.Y."
Jennifer Dunning previews new dance season in New York City; photos (S) ,"This hot young Belgian company will present a piece set to fragments of Purcell scores played by an orchestra of 10 accordionists. In the Byrd version, which is set to Duke Ellington's arrangement of the Tchaikovsky score, an aging widow and her dead husband revisit the Harlem stomping grounds of their youth. They range from a Korean punkster named Eun Me Ahn to the Ballet Ullate of Madrid, headed by the former Bejart star Victor Ullate. There will be dance from a cradle of modern ballet, with the New York debut of Les Ballets de Monte Carlo, now headed by a young choreographer named Jean-Christophe Maillot but sponsored, reassuringly, by an old-style princess named Caroline. THE NEW SEASON / DANCE"
Victor Navasky article on film version of Arthur Miller play The Crucible; photos of Winona Ryder and Daniel Day-Lewis (L) ,"WHEN ARTHUR MILLER'S drama'' In the center ring were the congressional inquisitor-investigators, asking'' Are you now or have you ever been a member of the Communist Party?''At the time, Mr. Miller and Tennessee Williams were regarded as the world's two foremost playwrights. On the left, the hunt for subversives was routinely labeled a witch hunt, after the infamous Salem witch trials of the late 17th century. Mr. Miller said one day over the summer. A Life.''''What's going on here and now is not to be compared with the witch trials of that time,'' she said.'' Witch hunt! Mr. Hytner said.'' As Mr. Miller has written,''"
"Stephen Holden previews new fall movie season, noting subjects of many interesting films are literature, music and modern history; photos (S) ","In one of the season's most eagerly awaited films, Milos Forman directs the wild man Woody Harrelson and the potty-mouthed grunge goddess Courtney Love in'' The People vs. Larry Flynt,'' a rip-roaring biography of the Hustler magazine publisher and his battles against censorship. In the latest Merchant-Ivory film,'' Surviving Picasso,'' Anthony Hopkins limns a highly unflattering portrait of the artist as an egomaniacal tyrant. In Neil Jordan's'' Michael Collins,'' Liam Neeson plays the conflicted Irish revolutionary militant who led the I.R.A. and arranged the treaty that established the Irish Free State. Two major films investigate racial issues in America. Spike Lee's'' Get on the Bus'' looks at how last year's Million Man March changed the lives of more than a dozen fictional participants."
Roberta Smith previews 1996-97 art season; photos (S) ,"WHAT MAKES THE 1996- 97 ART SEASON different from others? There will be an unusually large number of museum shows devoted to women and minority artists, to outsider artists and to non-Western art. Among major museum shows in the offing, Chinese art may be close to ubiquitous. The Boston Museum of Fine Arts will display for the first time its entire collection of Chinese master paintings. The Guggenheim Museum will repeat the broad-net approach of its current African show with'' Chinese Art: 5,000 Years.'' The season will also bring museum exhibitions of the photographers Nan Goldin and Laurie Simmons and the 60's performance artist Carolee Schneeman. THE NEW SEASON / ART"
Stephen Holden guide to coming movie attractions; photos (L) ,"For five weeks at Film Forum, beginning Sept. 20.''SURVIVING PICASSO'' THE 34TH NEW YORK FILM FESTIVAL Billy Bob Thornton's'' Slingblade'' and the closing-night film,'' Marcello Mastroianni plays four roles in this surreal fantasy by the Chilean experimental film maker Raul Ruiz. In this romantic comedy written and directed by John Walsh, a Midwesterner plays cherchez la femme in New York. Christopher Walken and Chris Penn star in a 1930's New York gangster story, directed by Abel Ferrara. A film about the life and high times of a French rogue capitalist in America that won the Canadian Oscar for best documentary of 1995. Directed by Dan Ireland, a founder of the Seattle Film Festival. Clint Eastwood directed and stars in this film about a thief who witnesses a murder."
"Lawrence B Johnson on success of Digital Satellite System in providing greatly enhanced television reception; finds that with excellence of DSS, it is hard to see bright future for cable television (M) ","It will show up not as images hidden in binary snow but as crystalline pictures from satellite broadcasts, digital video disks and a convergence of conventional television with the personal computer. At least in the near term, the most powerful influence of digital technology on video is likely to remain with the Digital Satellite System ( DSS ). Through a digital converter box, the system delivers a picture to a conventional television that rivals the quality of laser disks, and that quality is consistent from channel to channel. The first digital televisions may not be widescreen or high-definition and wo n't in any case be a factor until 1998. There has at least been a cry-- though we've barely seen the hue-- for the digital video disk ( DVD ). THE NEW SEASON / Video Technology"
"Herbert Muschamp previews two major architecture exhibitions this fall, one at Canadian Center for Architecture in Montreal, and one at Art Institute of Chicago; photos (S) ","In Montreal, the Canadian Center for Architecture will present'' Viewing Olmsted: Photographs by Robert Burley, Lee Friedlander and Geoffrey James,'' a survey of designs by Frederick Law Olmsted, the pioneer of the American parks movement. The Art Institute of Chicago will offer'' Building for Air Travel: Architecture and Design for Commercial Aviation.'' Presented within an installation by Helmut Jahn, architect of the excellent United Airlines terminal at O'Hare International Airport, the show will explore airport design, airplane interiors and airline corporate imagery. In the wake of recent airline disasters and brutal assaults in Olmsted's parks, they are more likely to provoke discussion of the relationship between our blissful dreams of space and movement and the nightmares that periodically engulf them."
James R Oestreich guide to noteworthy upcoming classical music events; photos (L) ,"BERLIN PHILHARMONIC Herbert von Karajan used to bring this band to New York with all four Brahms symphonies. Thomas makes his first New York appearances as music director of the orchestra in what is, by all accounts, a happy marriage. Here are his latest thoughts on the work, with the New York Philharmonic. The orchestra picks up where the New York Philharmonic recently left off in its lively exploration of flamenco. Here, at any rate, is his first New York appearance as the orchestra's boss, presenting, yes, all American music. New York State Theater. LOUIS SYMPHONY Hans Vonk makes his first New York appearances as music director of the orchestra."
Roberta Smith selective guide to noteworthy art events coming this year; photos (L) ,"Traveling to the University Art Museum, Berkeley, Calif.''ALT.YOUTH.MEDIA'' Dallas Museum of Art. Modern Art Museum of Fort Worth. Cartoon Art Museum, San Francisco. Museum of Modern Art.''TRADITIONS / TENSIONS: CONTEMPORARY ART IN ASIA'' Asian Art Museum, San Francisco. Metropolitan Museum of Art. Art Museum. Philadelphia Museum of Art. Baltimore Museum of Art. St. Louis Art Museum. Museum of Contemporary Art, Chicago. Indianapolis Museum of Art. New Museum of Contemporary Art. Heckscher Museum of Art, Huntington, L.I. ( Los Angeles County Museum of Art. A 14- artist survey of French art from the 90's. National Gallery of Art."
Jon Pareles guide to noteworthy pop music events coming this season; photo (M) ,"His new album,'' Now reunited for a new album,'' In'' Recovering the Satellites,'' new whines amid old folk-rock guitar riffs make a sequel to this San Francisco band's seven-million-selling 1993 debut album. On'' Billy Breathes,'' its new album, it delivers full-fledged songs as well as open-ended riffs. After years of legal wrangling, this stubborn folk-pop songwriter with the fragile voice re-emerges with a new album,'' Kind-Hearted Woman.'' YO-YO One of the smartest women in hip-hop returns with a new album,'' Total Control.'' The Day,'' his new album. A new album from the death-haunted, God-fearing country patriarch."
Roberta Smith guide to upcoming noteworthy photography shows; photo (L) ,"International Center of Photography Midtown, 1133 Ave. of the Americas, at 43d St. An extraordinary exhibition of 120 works from three decades reveals Mr. Polke's lushly idiosyncratic involvement with photography. Whitney Museum of American Art.''EUGENE CUVELIER, PHOTOGRAPHER IN THE CIRCLE OF COROT'' Art Museum, Princeton University, Princeton, N.J. This comprehensive international museum exhibition chronicling women's achievements in photography will not be perfect; the photo-based works of 1980's artists are slighted, as is the work of fashion photographers. International Center of Photography, 1130 Fifth Ave., at 94th St. THE FIRST CENTURY FROM THE ISAACS COLLECTION IN THE NATIONAL MUSEUM OF AMERICAN ART'' National Museum of American Art, Washington. Brooklyn Museum. PHOTOGRAPHY: 1945- 95'' Museum of Modern Art."
"Bruce Weber profiles Manhattan Theater Club, nonprofit Off Broadway company; Manhattan Theater Club is attempting to raise its profile by annexing a Broadway-size house; Lynne Meadow, artistic director, and Barry Grove, executive producer, comment; photo (L) ","And so it has beckoned the Manhattan Theater Club, the nonprofit Off Broadway company that in 1995, after almost a quarter of a century and more than 300 productions, won its first Tony for'' Love! The theater intends to bring its work to a larger audience by, among other things, annexing a Broadway-size house. Perhaps partly because of it, the Manhattan Theater Club has exhibited systematic growth. Nearly 250,000 people saw Manhattan Theater Club productions last season, up from 150,000 six years ago. ,'' the Fats Waller revue, was the first Manhattan Theater Club show to appear on Broadway, moved there by independent producers in 1978. That has been the experience at the Roundabout Theater, which moved to the Criterion Center on Broadway in 1991."
"Article on a day in the life of Dominic Carter, reporter for NY 1, an all-news television station owned by Time Warner Inc devoted to New York City; photos (L) ","People tell them what the weather is in Central Park or in Nyack or New Jersey,'' said Richard Aurelio, the president of NY 1 News and of Time Warner's New York City cable group.'' But they never tell them what the weather is in Brooklyn.''As a result, NY 1 defined itself as an all-news television station devoted almost exclusively to New York City.'' If it walks or talks in New York, we're there,'' said Steve Paulus, the vice president for news at NY 1. Several NY 1's reporters have gone on to the networks. NY 1's reporters are from New York, and the staff represents a rich ethnic and racial mix."
"Brief review by Howard Thompson of 1936 film Sabotage, to air on CUNY television station on Sept 14; photo (S) ","Sylvia Sidney and Oscar Homolka are an odd couple in the gloomy but classy SABOTAGE ( 1936 ). Hitchcock leaves us on our own, but we know she's American and a New Yorker at that - she looks it, sounds it and behaves it. As for the bulky Oscar, his iron-curtain 5 o'clock shadow and formidable Slavic accent shout Russian. Here they are stumping around an apartment connected to London's grungiest cinema. Then things happen. A handsome war office snoop ( John Loder ) turns up and asks disturbing questions. The wife's young brother, a child, is dispatched to a crowded London bus carrying a bomb. It's based on Joseph Conrad's'' Secret Agent,'' originally titled'' A Woman Alone''- SATURDAY at 9 P.M. on CUNY.SPOTLIGHT"
"Interview with Norman Moore, 77, retired real estate developer who grows 200 varieties of specialty apples at his Harrison, NY, home; photos (M) ","Although their names are not so familiar as McIntosh and Golden Delicious, they are apples. On his land Mr. Moore has 200 varieties of specialty apples. While he was focusing on rare apple trees, his grown daughter, Nancy McMichael, was becoming the world's foremost authority on souvenir snow globes.'' Moore gets his apple specimens from catalogues, special horticultural suppliers and other hobbyists. He envisions apple-picking festivals in the fall, with tastings and cider making and apple blossom festivals in spring, when each tree blooms white with the palest blush. It has tender, sweet yellow flesh. I love all my apples.'' Tolman Sweet ( dry flesh, sweet flavor ), Freyburg ( a hint of licorice ) and one called Mother ( creamy yellow flesh"
"Commuters hail new Metro-North railroad station, Cortlandt, NY; cite design, convenience and spacious parking lot; station was developed as joint venture between town and railroad; photos (M) ","THE first new railroad station to be built in the state since Metro-North was formed in 1983 has made its debut here, and commuters are smiling. The station was all beat up. But this station looks so clean and safe. He used to use the Crugers station, but'' this is more convenient,'' he said.'' The new station was developed as a joint venture between the town and the railroad, and the town had a say in the warmly colored, almost Southwestern look of the architecture. Puglisi said the station, an eight-year project, had helped put Cortlandt, a town of 38,000, more prominently on the map. Puglisi said the town and railroad would develop a survey to gauge commuter satisfaction with the station by next month."
