abstract,summary
"Pino Luongo, manager of Mad 61 restaurant in Barneys department store on Madison Avenue, says restaurant's payroll checks bounced this week because Barneys has been withholding payments to his company (S) ","The divorce between the restaurateur PINO LUONGO and Barneys New York took a nasty turn yesterday for employees of Mad.61, the restaurant that Mr. Luongo manages in the Barneys store on Madison Avenue at 61st Street. Luongo said that Barneys, which collects the restaurant's revenues and then funnels some of that money back to his company, Circle Management, to pay its bills, had been sporadically withholding those payments since early July. Paying the employees is a function of Circle Management.'' He said Barneys was looking for a new operator for the restaurant. In July, Mr. Luongo, who had begun a restaurant partnership with BOB and GENE PRESSMAN of Barneys in 1989, bought out their share, but Mad.61 remained owned by Barneys."
"Australia, taking the lead in international campaign to keep alive the hope of a nuclear test-ban treaty, asks that special session of United Nations General Assembly be convened on Sept 9 to act on agreement; plan, which circumvents formal conference procedure, could allow treaty to be opened for signing if it passes General Assembly (S) ","Australia, taking the lead in an international campaign to keep alive the hope of a nuclear test-ban treaty, asked today that a special session of the United Nations General Assembly be convened on Sept. 9 to act on the agreement. This plan, which circumvents formal conference procedure, could allow the treaty to be opened for signing if it passes the General Assembly. India can still, however, refuse to sign the treaty and keep it from going into force, but a conference is required three years after approval to determine what to do if the treaty has not gone into force. The Comprehensive Test-Ban Treaty, the product of more than two years of negotiations, has significant support, but negotiators want as many nations as possible to sponsor the action in the General Assembly."
"David Gonzalez, in About New York column, notes that pianist Marjorie Eliot and other jazz musicians hold free concerts for about two dozen people in living room of her Washington Heights apartment on most Sunday afternoons (M) ","THE jazz musicians who perform at Marjorie Eliot's concert hall are all household names. That's because the gigs are in her living room. Most Sunday afternoons, the sounds of cascading piano runs, thumping bass notes and roller-coaster scat singing fill the tiny room for the enjoyment of several dozen people. Once, this mammoth building was home to such jazz greats as Johnny Hodges and Andy Kirk. I grew up with the concept of doing it in the living room. But she says it's jazz, and I know jazz people are pretty good people.''Ms. Never mind that outside the living room, the only view was of concrete and weed"
Bob Herbert Op-Ed column quotes surgeon William G Cahan's chilling accounts of nicotine addicts who continue smoking even when deathly ill with cancer; praises Pres Clinton's promised crackdown on marketing and sale of cigarettes to young people (S) ,"Anyone who doubts the potency of nicotine's addictive qualities should listen to Dr. William G. Cahan, senior attending surgeon at the Memorial Sloan-Kettering Cancer Center, as he talks about desperately ill patients whose cravings for a cigarette are not diminished by even the most macabre circumstances. Specialists routinely warn cancer patients that continued smoking could further jeopardize their immune systems, thus increasing the danger that the cancer will spread or that a new cancer will develop.''Nevertheless,'' said Dr. Cahan,'' some can not quit. Not surprisingly, some larynx patients develop a separate primary lung cancer.''Dr. Tobacco companies have long known that they need to lasso their new smokers at a very early age."
"Editorial says Pres Clinton should heed those in his Administration who counsel against sale of F-16 fighter jets to Indonesia, at bargain prices; warns that sale would suggest US endorsement of Pres Shuharto's autocratic, corrupt Government (M) ","President Clinton should heed those in his Administration who counsel against the planned sale of F-16 fighter jets at bargain prices to Indonesia. President Suharto has jailed hundreds of political opponents this summer in a new wave of repression. Selling fighter jets to Indonesia before Mr. Suharto institutes serious political reforms would seem a blanket American endorsement of an autocratic and corrupt Government. Indonesia's vibrant economic growth has not yet been accompanied by democratic reforms. The recent crackdown began after the Government ousted Megawati Sukarnoputri from the leadership of the authorized opposition party. Megawati has never criticized Mr. Suharto, but has called for democratic reforms. If there is to be an F-16 sale, it should be conditioned on a speedy end to the repression and the institution of democratic reforms."
"Editorial on alarming sharp increase in drug use among teen-agers; says most sensible response is to beef up less glamorous prevention, education and treatment programs that are too often cut from budgets (M) ","Drug use among teen-agers, once on the wane, is again rising sharply. A Federal report issued this week found that the percentage of adolescents currently using drugs more than doubled in four years, from a low of 5.3 percent in 1992 to 10.9 percent in 1995. Much of the increased drug use is accounted for by marijuana, which is by far the most frequently used drug. Some experts think the increased tolerance for drug use is generational. Many baby-boomer parents of teen drug users probably used drugs themselves, and therefore have not offered stern enough warnings about the dangers."
Claire Smith Sports of The Times column contends that New York Mets should not fire Manager Dallas Green despite disappointing 1996 season; photo (M) ,"And that will hurt, because the Mets are an organization built on fairness, as exercised so consistently by ownership; and on good baseball sense, as is found in General Manager Joe McIlvaine. The first leg required a tough man to clean up what was clearly an outlaw town full of bleach throwers, bad actors and bad players. As for Green, for the better part of a year, he has been the touchy-feely Mr. Chips the Mets said they wanted. After all, if Green is ultimately responsible for Wilson and Isringhausen, then credit him for John Franco, Pete Harnisch's comeback, Alex Ochoa's blossoming and the career years of Bernard Gilkey, Lance Johnson and that wondrous work in progress, Todd Hundley. Truth is, the Mets are getting better."
"Editorial Notebook urges Bob Dole to read Richard Darman's cautionary tale before embracing Ronald Reagan's elixir of deep tax cuts and supposedly painless spending cuts; quotes Darman's self-criticism for embrace of 'voodoo politics,' fantasy that real spending cuts would somehow materialize (M) ","The aide, Richard Darman, has written a cautionary tale that ought to be read by Bob Dole and anyone else tempted again by the elixir of deep tax cuts and supposedly painless spending cuts to pay for them. There was always a feeling that budget cuts could be accomplished later. Instead, the tax cuts combined with rising defense and debt-service costs to run up trillions of dollars in new debt. Mr. Darman argues that in programmatic terms, there was no Reagan revolution.'' Indeed, Mr. Dole has been going around the country walling off various entitlement programs from future budget cuts. The supporters of both Mr. Clinton and Mr. Dole are going to have to work together to cut the Federal budget, with or without a tax cut."
"Market Place column on rebound in stocks in Dow Jones industrial average after steep dropoff in July; says stock market is not nearly as healthy as rebound would indicate; holds while entire market never rises or falls in unison, current recovery is unusual for its narrowness; says it is being led by big, presumably safe companies, with investors nervous about rushing back into speculative stocks that were so popular earlier this year; table (L) ","But the stock market is not nearly as healthy as that would indicate. It is being led by big, presumably safe companies, with investors nervous about rushing back into the speculative stocks that were so popular earlier this year. The Pacific Stock Exchange technology index is down 10.3 percent from its high, set in May, and the Philadelphia Stock Exchange index of semiconductor stocks is off 19.8 percent from its 1996 high and a stunning 42.6 percent from its peak, set nearly a year ago. One of the oldest technical indicators for the stock market is the Dow Theory, developed by Charles Dow, a founder of Dow Jones. There was a brief period in July when mutual fund investors took cash out of stock funds. Market Place"
"Many voters say they doubt Bob Dole could fulfill his promise to cut taxes and balance Federal budget, but economists are even more skeptical about his pledge to raise economic growth level to 3.5 percent, from curent level of less than 2.5 percent; economists believe American economy cannot now grow much faster than 2.5 percent without igniting inflation (S) ","Dole's target is not just to increase growth for a quarter or two. Economists have boiled the nation's capacity for economic growth down to a simple equation: the sum of labor force growth and productivity growth. To raise the economy's capacity for sustainable, non- inflationary growth to 3.5 percent, therefore, would require nearly doubling the rate of productivity growth, to more than 2 percent, economists said. His economic advisers said they could not quantify precisely how tax cuts or deregulation, for example, would improve productivity and the growth rate. But you have to understand where the underpinnings of growth come from."
"Use of calcium channel blockers, one of most widely prescribed classes of medications for high blood pressure and other ailments, is tentatively linked to higher rates of cancer among older people in federally financed study; risk of developing cancer is 72 percent higher among those who used short-acting form of calcium channel blockers in study by team led by Dr Marco Pahor of University of Tennessee in Memphis (M) ","Use of calcium channel blockers, one of the most widely prescribed classes of medications for high blood pressure and other ailments, has been tentatively linked to higher rates of cancer among older people in a federally financed study. The percentage increase is equivalent to eight excess new cancers in each 100 people taking the drugs for five years, and 16 excess cancers over 10 years, Dr. Pahor said in an interview. The study adds cancer to a list of possible dangers that scientists have linked to calcium channel blockers in recent months, including an increased risk of heart attacks and gastrointestinal bleeding. Dr. Braun's study showed no increased risk of deaths from cancer among those taking calcium channel blockers."
Bob Dole accuses Pres Clinton of using fear to stir opposition to Dole's proposed tax cuts; tells New Jerseyans in Rutherford that he can cut taxes without hurting popular programs as he says Gov Christine Whitman has done in their state; he and running-mate Jack Kemp defend plank; photo (S) ,"Accusing President Clinton of using fear to stir opposition to his tax cut plan And Mr. Dole, who until now said he would cut taxes without touching Social Security or Medicare, sweetened the promise today as he countered attacks from the White House. Scare people! Scare people!'' First was Mr. Clinton's signing of the welfare reform bill today. Dole and Mr. Kemp offered what amounted to a two-part brief on the tax plan, with Mr. Dole defending his own proposal to cut taxes by $ 548 billion and Mr. Kemp assailing the White House motives in attacking it. jobs.''They say that cutting the capital gain tax rates is just for the rich,'' Mr. Kemp said in Rutherford.'' We're going to balance the budget while cutting taxes."
"There are signs that Islamic religious leaders and fundamentalist groups, including some from abroad, have succeeded in stepping into power vacuum created by absence of central Govt in Somalia in years since West seems to have given up on Somalia; among signs is popularity of Sheik Ali Sheik Mohammad on streets of Mogadishu, where Sheik Ali has earned reputation of no-nonsense lawman who has cleaned up lawless town; other indications of rising Islamic profile include proliferation of Muslim charities, and small representations of radical fundamentalist groups tied to Sudan and Egypt; photos (L) ","Sheik Ali is also an Islamic religious leader whose rising popularity has some clan and faction leaders in Somalia looking over their shoulders and revising their political stances. But more than 6,000 people disobeyed the clan leader, and showed up. They say they would happily accept an Islamic government if the people asked for it.''That depends on the civilians,'' Sheik Ali said.'' We believe the interests of the people could be realized through Sharia law.''But clan leaders say that the fundamentalists would have an uphill battle if they tried to take power and to impose strict Islamic morality on the people."
Interview and tour of Metropolitan Museum of Art with painter Wayne Thiebaud; photos (L) ,"The down side of realism is taxidermy.''By his own definition, Mr. Thiebaud's paintings are caricatures. At least I have n't found it.''From African art, Mr. Thiebaud moves to the 20th-century rooms around the corner. He put me in my first show at the Los Angeles County Museum of Art.'' For a while in the mid-1950's, Mr. Thiebaud lived in New York City, and he met de Kooning, Franz Kline, Barnett Newman and younger painters like Philip Pearlstein and Milton Resnick. Thiebaud occasionally likens art to music. Mr. Thiebaud stares at this painting for a minute, then says:'' He had X-ray vision and a really mad sense of painting. Certain things make a painting look like art, flashy brush strokes, drips, signatures."
Ruth Reichl reviews Manhattan restaurant La Serre; photo (M) ,"La Serre is owned by Sylvain Fareri of La Metairie and Silvano Marchetto of Da Silvano, so one would expect the restaurant to do right by pasta. It is a beautiful dish and a perfect lunch. I like the simple salmon served at lunch as well, a nicely cooked piece of fish with fennel and a drizzle of red wine sauce. Rib eye of beef with shallots and garlic in red wine sauce is also fine. Warm goat cheese tart, fricassee of snails, salade frisee with warm bacon dressing and poached egg, tuna salad nicoise, salmon in red wine sauce, steak frites, rabbit, beef rib eye with red wine sauce, warm chocolate cake, sorbets, creme brulee, spiced bread pudding. Wine list: The staff is knowledgeable and offers good suggestions. Restaurants"
"Drs Richard I Frederick and Angela Haggerty, medical experts testifying in defense of Abdul Hakim Murad, one of three men accused of plotting to blow up American jetliners overseas, say that Murad's behavior supports his claim that he was tortured while in Philippine custody (M) ","Two medical experts testifying in defense of one of the three men accused of plotting to blow up American jetliners overseas said yesterday that his behavior supported his claim that he had been tortured while in Philippine police custody. Richard I. Frederick, a forensic psychologist, and Dr. Angela Haggerty, a neuropsychiatrist, said in separate testimony in Federal District Court in Manhattan that the defendant, Abdul Hakim Murad, exhibited symptoms of a post-traumatic stress disorder when they interviewed him in Federal custody recently. Frederick said the symptoms of post-trauma stress disorder include headache, nightmares, sleeplessness, weight loss and irrational anxiety about people and places, all of which Mr. Murad exhibited."
Tiger Woods defeats Jerry Courville and Charles Howell to get into quarterfinals in his attempt to become first man to win three straight US Amateur golf championships (M) ,"Tiger Woods is halfway there, on what seems to be an inexorable march toward history. Woods said after closing out Courville on the 16th hole.'' All three of his match victories have turned on that hole. He rolled in a 6-footer for birdie to square his match with Courville this morning. He and Woods halved two holes with bogeys.'' Through seven holes, he was at 1 under par and all square in his match with Woods. Still, he was hanging, matching birdies with Woods at the par-5 11th, spinning a wedge to within 4 feet of the hole and topping Woods's tap-in birdie."
"Local elections scheduled across Brazil in October, which will involve more than half million candidates, are being considered litmus test for one issue that has come to absorb Pres Fernando Henrique Cardoso more than any other: his own re-election in 1998; Brazilian Constitution forbids consecutive terms for elected officials, assuring frequent opportunities for ambitious politicians; Cardoso is seeking Constitutional amendment to allow for re-election, which is expected to be first order of business when Congress reconvenes after final round of local elections takes place on Nov 15 (M) ","Local races scheduled across the country in October, which will involve more than half a million candidates, are being considered a litmus test for the one issue that has come to absorb President Fernando Henrique Cardoso more than any other: his own re-election in 1998.The Brazilian Constitution forbids consecutive terms for elected officials, assuring frequent opportunities for ambitious politicians. The President, who made known his interest in running for a second term late last year, has since then subordinated economic and political reforms to his electoral desires, experts here and abroad have said. But they may also weaken the political case for presidential continuity. Under the pressure, Mr. Cardoso's early hesitation to enter the political fray has weakened."
Sports results ,"( AP)SABATINI EXTENDED IN SECOND ROUND: Gabriela Sabatini, in search of tough matches leading to next week's United States Open, was pushed hard yesterday before beating Asa Carlsson of Sweden, 6- 1, 7- 5, in the second round of the $ 450,000 Toshiba Tennis Classic in Carlsbad, Calif. Greg Norman, the defending champion; Nick Faldo, the Masters champion, and Steve Jones, the United States Open champion, were at 70. ( AP)YACHTINGChao Leads Crews to Two TitlesMatt Chao, the defending champion of the Sail Newport Regatta for the Blind, showed his prowess at the helm for a second year in a row by winning the race series yesterday off Newport, R.I. Chao and his three-man crew also claimed the event's first national title."
Article on upcoming preseason game between New York Giants and Carolina Panthers; photo (M) ,"It may be payback time Friday night when the Giants play the Carolina Panthers at 8 o'clock in Giants Stadium in their final preseason game. Instead, the payers would be the booing Giants fans and the payee would be Coach Dan Reeves, who this week attacked the fans and the news media for what he called their unfair treatment of the backup quarterback Tommy Maddox. The Maddox incident aside, this has been a troubling preseason for the Giants, following their disappointing 5- 11 finish last season. Their first three games have produced a victory over the Jacksonville Jaguars and losses to the Baltimore Ravens and the Jets, three spotty performances against second-tier teams. Maddox had a bad game, and now he is gone. hamstring ) will miss the Carolina game."
"Conflicting pressures on Prime Min Benjamin Netanyahu to decide whether to honor Israeli pledge to withdraw its troops from most of West Bank town of Hebron are turned up a notch when his predecessor, Shimon Peres, meets with Palestinian leader, Yasir Arafat, and urges withdrawal, while leaders of his conservative Likud Party meet to resist; Netanyahu says he is still not ready to decide (M) ","The conflicting pressures on Prime Minister Benjamin Netanyahu to decide whether to honor an Israeli pledge to withdraw its troops from most of the West Bank town of Hebron were turned up a notch today when his predecessor, Shimon Peres, met with the Palestinian leader, Yasir Arafat, and urged a withdrawal, while leaders of his conservative Likud Party met to resist. Last week the Israeli Army refused permission altogether, and this week only a one-time permit was granted. Mr. Arafat immediately rejected any attempt to link the issue of an Israeli withdrawal from Hebron and the status of Jerusalem, insisting that an agreement on Hebron already existed. But on Tuesday, Mr. Netanyahu reassured the Israeli Parliament:'' We are not threatening the Syrians."
"PETN, explosive found by investigators on wreckage from Trans World Airlines Flight 800, is extremely powerful and commonly available explosive that is favorite of commercial blasters and weapons designers, as well as terrorists; full name of explosive is pentaerythritol tetranitrate (M) ","That allows it to be molded into any shape and is why such materials are called plastic explosives. Mixed with the explosive RDX and other chemicals, PETN is an important ingredient of the notorious explosive Semtex, developed in the former Czechoslovakia and used in terrorist attacks in many parts of the world. Plastic explosives containing PETN can be stolen from storage magazines at blasting sites or extracted from weapons at munitions depots. It is the crucial ingredient of detonation-sheet explosive, a rubbery substance that is rolled into thin sheets. In that form, the explosive can be applied to any surface and molded over a metal object's curves for maximum blast effect. Sheet explosive is used to propel sheets of metal and other materials together with such force that they are welded. THE FATE OF FLIGHT 800: THE EXPLOSIVE"
"Strathmore, 43-story apartment building on East 84th Street and First Avenue, is nearing completion; building will open for leasing in Sept as city's newest mixed-income rental; Related Companies of Manhattan is developer of $70 million building (M) ","The latest response to Manhattan's hearty rental market is the Strathmore, a slender 43-story apartment tower now nearing completion at 400 East 84th Street and First Avenue. And because of more restrictive zoning laws passed in 1994, the $ 70 million project, developed by the Related Companies of Manhattan, may be the last hurrah for tall slender towers on an Upper East Side avenue. Beyond 400 East 84th Street, the company plans to close on its tax-exempt financing within 60 days for two others. In early 1994 while it was under construction, new zoning laws were passed to prohibit such tall slender buildings in an area of the East Side roughly bounded by York and Third Avenues, 57th and 96th Streets."
"Mayor Rudolph W Giuliani attacks insurance companies, saying that automobile insurance rates for New Yorkers have not kept pace with falling rates of car thefts, which dropped 50 percent in city from 1990 to 1995; says city is considering suing insurers to obtain better rates for residents; says Consumer Affairs Dept will release report showing that insurers have treated residents unfairly by not taking into account recent significant reductions in crime when setting rates (M) ","Insurance rates vary by location and by company. In Brooklyn, which has the highest insurance rates in the state, comprehensive coverage would generally double most insurance premiums. He said that the lower rate of car thefts in the city translated into considerably lower costs for insurance companies and that the companies should pass on those savings to consumers.'' But New York City's comprehensive insurance rates are extremely high, second to Philadelphia's, he added, because of theft and vandalism. We support the concept that auto insurance rates should be as low as possible,'' he said.''"
"New York Civil Liberties Union, New York chapter of National Organization for Women and New York Civil Rights Coalition file joint complaint with US Education Dept, charging that new all-girls public school in East Harlem discriminates against boys (M) ","The battle over the new all-girls public school in East Harlem shifted yesterday from the New York City Board of Education to the United States Department of Education, as three civil rights groups filed a joint complaint charging the school with discriminating against boys. The organizations-- the New York Civil Liberties Union, the New York chapter of the National Organization for Women and the New York Civil Rights Coalition-- conceded that they were unlikely to block the opening of the school on Sept. 4. Officials in District 4, which is administering the school, said they had already enrolled a full class of 50 seventh-grade girls for the coming school year."
