abstract,summary
Letter from Peter W Scheinman says divorce lawyers are partly to blame for lengthy process of getting divorce in New York State (S) ,"I think the divorce lawyers are to blame. It was 21 months after I started divorce proceedings that the senior lawyer in the marital department of the firm I had retained told my lawyer to get a trial date. Four months later, the opposing counsel asked my lawyer why he had not yet requested a trial date. My lawyers informed me that there was no reason to expedite my divorce since there are no children involved. My former business partner was told his divorce took five years because there was a child involved. Matrimonial lawyers are not distressed to keep acquiring cases that never seem to reach a resolution as long as they can keep billing each and every month. PETER W. SCHEINMANNew York, Aug. 5, 1996The Trials of Getting a New York Divorce"
"Letter from Jonathan Lippman, Chief Administrative Judge, Unified Court System of New York, says the delays Anne T Board described in her effort to get divorce (Aug 3 Op-Ed) cannot be blamed on judges or court process; says case involved judicial decision that was appealed by one party; discusses efforts in New York to expedite divorce proceedings (M) ","To the Editor: An Aug. 3 Op-Ed article and an Aug. 6 letter castigate the New York courts for contributing to delay in divorce proceedings. In the case described in the Op-Ed article, neither the rotation of judges nor the court process should be targeted as delaying the writer's divorce. The courts have given precedence to the timely resolution of matrimonial cases. To that end, we are exploring the use of alternative dispute resolution for matrimonial cases as well as launching a pilot program using different case-processing models to identify the best techniques for the resolution of divorce cases. JONATHAN LIPPMANChief Administrative Judge Unified Court System New York, Aug. 6, 1996The Trials of Getting a New York Divorce"
"Gov Mike Huckabee of Arkansas refuses to authorize a Medicaid payment for an abortion performed on a 15-year-old girl whose stepfather has been charged with incest, despite a Federal court order that such payments are required by Federal law; cites state constitutional amendment barring use of public money for abortion except when a mother's life is endangered (M) ","Through a spokesman, Mr. Huckabee said his first obligation was to obey the Arkansas State Constitution, rather than Federal law. In that action, an anti-abortion advocate is seeking an order compelling Arkansas's withdrawal from the Medicaid program because of the state constitutional provision. A part of the state's position has been that the case is moot because no one in Arkansas has sought Medicaid reimbursement for an abortion before. In the current fiscal year, Federal payments to Arkansas's $ 1.3 billion Medicaid program will approach $ 990 million. But so would the lawsuit in state court. The Court returned the case to Judge Wilson, who today found that under Federal law, the state had to provide Medicaid reimbursements for abortions in cases of rape and incest."
"Federal Appeals Court rules that Board of Education of Piscataway, NJ, which had to lay off one teacher in 1989, was wrong to use race as they basis for retaining a black teacher, Debra Williams, and laying off Sharon Taxman, a white teacher with the same qualifications and experience; says the district's affirmative action policy was not put in place to remedy past discrimination and violated rights of the nonminority employee; awards Taxman, who is back on staff, $140,000 in back pay for the years she was not working, but denies her request of punitive damages (M) ","In a ruling that goes to the basic philosophy of affirmative action, a Federal appeals court declared yesterday that a school district facing layoffs should not have used race as the sole reason to lay off a white teacher. A Federal district court upheld the thrust of Ms. Taxman's complaint. Taxman and Mrs. Williams both work for the school district now. Rubin said the nine members of the school board, most of whom were not on the board when the case began, must approve an appeal to the Supreme Court. That case, in which another Federal appeals court nullified the affirmative-action program at the University of Texas School of Law, is not awaiting review by the Supreme Court. The court declined to review the case in July."
"Boris N Yeltsin takes oath of office as first democratically elected President of an independent Russia in a ceremony in which he seems focused more on keeping his strength than on flaunting his power; gives no inaugural address; swearing-in is Yeltsin's first public appearance since June 26; some of his aides say he would benefit from a bypass operation, and one aide has hinted that his coming vacation would be an opportune time for him to have it; photos (M) ","Boris N. Yeltsin was sworn in today as the first democratically elected President of an independent Russia during a brief, scaled-down inauguration ceremony that seemed focused more on conserving his strength than on flaunting his power. He had presided, somewhat sourly, over Mr. Yeltsin's first inauguration in 1991, when the Russian republic was still part of the Soviet Union. Inaugural committee members had originally ruled out the Kremlin Palace, formerly known as the Palace of Congresses and the site of Communist Party meetings, because of its Soviet connotations. Mr. Yeltsin is supposed to someday hand the medal over to an elected successor.''The ceremony marked the first time our people were allowed to chose their leader,'' said Yuri Vedeneyev, a member of the Central Election Commission, who attended the swearing-in.'"
"Poll commissioned by American Jewish Committee finds religious right political movement has great opportunity for future growth; poll provides demographic portrait of conservative evangelicals: older, less educated, less well-off financially, more rural, more Southern and more Republican than other Americans; poll finds conservative evangelicals are more negative than other Americans toward homosexuals, feminists, atheists and Muslims, but they are as tolerant as other Americans in attitudes toward ethnic minorities like blacks, Jews, and Asians (M) ","The religious right political movement has considerable opportunity for future growth because many of its prime potential constituents, politically conservative evangelicals, are unfamiliar with the movement and unaware of some of its leaders, according to a poll commissioned by the American Jewish Committee. For example, only 38 percent of the nation's conservative evangelicals say they have read or heard much about the religious right; fewer than half say support it. Some conservative Catholics in the poll, for instance, identified themselves as supporters of the religious right, even though they are not evangelical."
"United We Stand America, nonprofit group Ross Perot founded three years ago as research and educational organization, has reportedly been closely aligned with Reform Party, Perot's partisan political enterprise; nonprofit group's telephone lines, mail room supplies, volunteers and paid staff members regularly help solicit support to get Reform Party on Presidential ballot in several states; Federal laws limit what nonprofit groups can do for partisan causes if they want to maintain their tax-exempt status; disgusted former volunteers say Reform Party's use of United We Stand's databases illustrates how Perot's effort to change poltiical system has capitalized on same time-honored tactics he has decried (M) ","For several years, John Forrest has pitched in at the volunteers' telephone bank of United We Stand America, the nonprofit group that Ross Perot founded here three years ago. But Mr. Forrest quit late last year after discovering, he said, that the supposedly independent group was tapping its membership lists to drum up support for Mr. Perot's partisan political enterprise-- getting the Reform Party on the 1996 Presidential ballot nationally. In 1995, before the Reform Party was formed, United We Stand took a poll that it said found that 77 percent of the group's members supported the formation of a third party. Verney also said a service agreement between United We Stand and Mr. Perot permits the group to be paid by Mr. Perot to work for the Reform Party."
"Florida jury awards $750,000 to Grady M Carter, a Jacksonville man who developed lung cancer after 44 years of smoking Lucky Strike cigarettes, which are made by Brown &amp; Williamson Tobacco Co; industry analysts say award is small and likely to be overturned on appeal, but suggest that it could spark a new wave of suits and similar verdicts by other juries (M) ","Industry analysts noted that the award, against the Brown & amp; Williamson Tobacco Corporation, was small, and said it was likely to be overturned on appeal. But it means that private citizens that are injured by products made by tobacco companies can seek redress in the courts across the country for violations of product liability laws and succeed, and that is important.''We proved the cigarette industry is not above the law. So far, in at least 19 tobacco liability suits, the industry has yet to pay a cent in damages, however. The only other monetary award against a tobacco company in a liability case was won in 1988 by the family of a New Jersey woman, Rose Cipollone, a longtime smoker."
"New York City Mayor Giuiliani lashes out at recent reports from fiscal monitors on city's $33 billion budget, which warn that a series of what monitors call shortsighted measures may push city into its worst financial trouble since it almost went bankrupt in 1970's; monitors focus almost entirely on Giuliani administration's estimate that budget was balanced in way that would lead to deficits of $2.7 billion in 1999 and $3.4 billion in 2000; say figures are evidence that Giuliani and City Council have relied on questionable fiscal maneuvers that shift their problems into future; Giuliani, while not disputing figures, plays down their importance; says he has made great strides in putting city's finances in order and will continue to do so; also questions political motivations of some of monitors (M) ","People do n't get the actual and complete picture of the progress that we have made in straightening out the budget of New York City.'' The control board has grown increasingly critical of the city's budget. The recently adopted budget relies on $ 1.5 billion in one-shots-- non-recurring revenues that the city reaps from, for example, selling assets. The biggest one-shot in the new budget is an assumption that the city will settle its dispute with the Port Authority of New York and New Jersey over rent that the authority pays for the two city airports. The Financial Control Board estimated that if the city did not rely on one-shots in its budgets for the next three years, the projected gap for the year 2000 would be $ 762 million, rather than $ 3.4 billion."
"Robert T Francis, vice chairman of National Transportation Safety Board, indicates brief slowdown in hectic pace of investigation into crash of TWA Flight 800; investigators are focusing their efforts in two directions: reassembling wreckage of airplane in hangar on Long Island and subjecting some pieces of wreckage to sophisticated tests in search for bomb residue; main goals are still to find missing victims and raise as much of jumbo jet as possible (M) ","With the only sign of progress the steady flow of wreckage raised from the ocean floor, Federal investigators looking for the cause of the destruction of Trans World Airlines Flight 800 said today that they expected no quick answers. And for the first time, the chief criminal investigator on hand, James K. Kallstrom, the assistant director of the Federal Bureau of Investigation in charge of the New York office, made no formal statement at today's briefing. Other investigators, meanwhile, are subjecting some pieces of the wreckage to sophisticated tests, in a search for bomb residue. To bring fresh eyes and minds to the inquiry, a half-dozen engineers from the Seattle headquarters of the Boeing Company, the plane's manufacturer, flew to Long Island to pore over the wreckage for several hours on Thursday night."
"Ross Perot's Reform Party prepares to open its Presidential nominating convention in Long Beach, Calif, amid vituperative exchanges between Perot and former Gov Richard D Lamm of Colorado on whether Perot is using the party machinery to promote his own candidacy; Perot is expected to win nomination easily, but it is doubtful if he will be able to run as strongly as he did in 1992, given his high negative ratings in the polls; photo (M) ","For a party that promises politics not as usual, Ross Perot's Reform Party-- on the eve of its first national Presidential nominating convention-- seems to be deeply mired in, well, politics as usual. As 2,000 of the Reform Party faithful headed to Long Beach, Calif., this weekend for the opening session of a two-part convention, there was still another vituperative yes-you-did, I-did-not exchange of statements by Mr. Perot and former Gov. Richard D. Lamm of Colorado, the two contenders for the party's nomination. Between the convention sessions, party members will cast nominating votes by mail, fax, phone and computer. Any party member may vote, not just those at the convention. THIRD PARTY"
"Phil Mickelson takes commanding lead in PGA Championship, with second straight round of 67, putting him at 10 under par with total of 137; photo; chart on PGA Championship leaders (M) ","Phil Mickelson, 26, opened a commanding lead in his effort to win his first major championship. His second straight round of 67 put him at 10 under par and three strokes ahead of 24-year-old Justin Leonard. , I'd love to,'' said Leonard, who had his first professional victory last week at the Buick Open.'' I read the last putt incorrectly.''Nick Faldo, who struggled to a round of 75 today after opening with 69, made the cut but probably missed the chance to become the first player since Price in 1994 to win two majors in one year."
"John M McNamara, former Long Island car dealer who admitted bilking General Motors Corp out of $422 million in one of largest frauds in American corporate history, is sentenced to five years in prison; McNamara pleaded guilty in 1992 to swindling GM by borrowing billions of dollars from it for nonexistent vans; sentencing was delayed as result of his agreement to help Federal prosecutors uncover political corruption on Long Island, but his testimony in several bribery cases failed to secure any convictions; court nevertheless granted Government's request for leniency (M) ","A former Long Island car dealer who admitted bilking the General Motors Corporation out of $ 422 million in one of the largest frauds in American corporate history was sentenced yesterday to five years in prison. The delay in sentencing was the result of his agreement to help Federal prosecutors uncover political corruption on Long Island, but his testimony in several bribery cases failed to secure any convictions. General Motors has already recovered $ 13 million from the sale of cars that were on Mr. McNamara's lots and the sale of dealership properties."
"Unilever NV reports second-quarter earnings of 915 million guilders ($571 million), down 12 percent from 1.04 billion guilders in same period year earlier (S) ","Unilever N.V., the British-Dutch maker of consumer products, said yesterday that its net earnings fell 12 percent in the second quarter because of unusual charges and that operating earnings would have risen 10 percent without them. The company said European sales were steady despite weaker demand in key markets, but conditions were better in North America and emerging markets. Sales rose 9 percent, to 22.27 billion guilders, or $ 13.9 billion, from 20.4 billion guilders a year earlier. The latest results reflected charges of 269 million guilders, or $ 168 million. The charges were for the company's assimilation of Helene Curtis Industries, the maker of hair and skin care products, as well as the restructuring of some existing operations.(AP)INTERNATIONAL BRIEFS"
"Dieter Vogel, Thyssen AG's chief executive, and several other current or former managers are detained and questioned in connection with possible fraud relating to company's involvement in liquidating East German metals trading company (S) ","Thyssen A.G.'s chief executive and several other current or former managers were detained and questioned in connection with a possible fraud relating to the company's involvement in liquidating an East German metals trading company, Thyssen said yesterday. The chief executive, Dieter Vogel, and several other managers were held for questioning yesterday about accusations that they had misdirected 73 million marks ( $ 49 million ) in wrapping up the affairs of the East German company, Metallurgiehandel G.m.b. H.The executives of Thyssen, an industrial giant based in Dusseldorf, were set free only on payment of a bond and on the condition they not leave the country without permission, the company said. Berlin prosecutors said the managers' homes had beenwere searched for evidence."
Flights between Venezuela and United States resume after dispute between two countries over possible downgrading of Venezuelan carriers to a lower safety category leaves hundreds of travelers stranded; talks are continuing between two countries (S) ,"Flights between Venezuela and the United States resumed yesterday after a dispute between the two countries over air safety that had left hundreds of travelers stranded. Domingo Uzcategui, director of Simon Bolivar international airport in Caracas, said American and Venezuelan flights were turning around without problems. The flight stoppage Wednesday and Thursday, which involved UAL's United Airlines and AMR's American Airlines, coincided with meetings in Washington between the Venezuelan Transport Minister, Moises Orozco Graterol, and the United States Transportation Secretary, Federico F. Pena, over a possible downgrading of Venezuelan carriers to a lower safety category. A downgrade would effectively bar Venezuelan carriers from landing on United States soil. Talks are continuing between the two countries, but United resumed its service late on Thursday; American resumed it yesterday.(Reuters)INTERNATIONAL BRIEFS"
"Bank of Canada and other major banks cut interest rates after Government report that unemployment rate declined to 9.8 percent, from 10 percent in June as 19,000 jobs were added (S) ","Canada's central bank cut interest rates yesterday after the Government reported that the unemployment rate fell last month. Other major banks followed suit. Unemployment slipped to 9.8 percent, from 10 percent in June, as 19,000 jobs were added. In June, unemployment had jumped from 9.4 percent on a decline of 56,000 jobs. After the report, the Bank of Canada cut the overnight rate charged to financial institutions by a quarter of a percentage point for the second time in three weeks. Normally, an improved employment market makes central bankers wary of renewed inflation. But Canada's unemployment rate has been stuck above 9 percent for six years.(AP)INTERNATIONAL BRIEFS"
"Robert Kuok Hock Nien, Malaysian investor, acquires 9.3 percent stake in Coca-Cola Amatil Ltd, Australia, for $520 million (US) (S) ","A Malaysian investor, Robert Kuok Hock Nien, has acquired a 9.3 percent stake in Coca-Cola Amatil Ltd. of Australia for $ 667 million ( Australian ), or $ 520 million ( United States ), The Asian Wall Street Journal reported yesterday. Coca-Cola Amatil has extensive bottling operations in Eastern Europe, Australia, New Zealand and Indonesia. Mr. Kuok, through his Hong Kong-based Kerry Holdings Ltd., holds a major Coca-Cola bottling franchise in China.(AP)INTERNATIONAL BRIEFS"
Pres Ernesto Samper of Colombia urges central bank to devalue country's currency to help make exports more attractive in global market; central bank has insisted that country's exchange rate system will not be changed and has spent more than $300 million from its international reserves this year to defend peso (S) ,"The President of Colombia, Ernesto Samper, urged the central bank yesterday to devalue the country's currency, the peso, to help make exports more attractive in the global market. The central bank has insisted that the country's exchange rate system, which is intended to keep the currency within a narrow range against the dollar, will not be changed. A Colombian devaluation might not hurt the economy as much as Mexico's currency devaluation of its currency in 1994, which led to an economic crisis throughout Latin America. Mexico had a soaring current-account deficit and was heavily dependent on short-term debt and foreign investment to finance it. Foreign investment in Colombia tends to be longer term, lessening the fears of capital flight.(Bloomberg Business News)INTERNATIONAL BRIEFS"
"Bay Apartment Communities Inc, San Jose, Calif, buys two apartment communities in Costa Mesa and San Rafael for total cost of $32.2 million; Healthcare Compare Corp, Downers Grove, Ill, to buy back up to 5 million shares; Spiegel Inc says its wholly owned Eddie Bauer unit plans to hire 225 sales and stock associates in Sept for opening of large store in Chicago (S) ","BAY APARTMENT COMMUNITIES INC., San Jose, Calif., a real estate investment trust, said it had bought two apartment communities: Martinique Gardens in Costa Mesa, Calif, for which it paid $ 7.5 million, and Channing Heights Apartments in San Rafael, which cost $ 24.8 million. HEALTHCARE COMPARE CORP., Downers Grove, Ill., a provider of medical cost management services, will buy back up to 5 million shares, or about 15 percent of its outstanding common shares. SPIEGEL INC., Downers Grove, Ill., said its wholly owned Eddie Bauer subsidiary, a leading retailer with more than 400 stores nationwide, planned to hire 225 sales and stock associates in September for the opening of a large store on Michigan Avenue in Chicago."
Bob Dole's reported selection of Jack Kemp as his Vice Presidential running mate follows weeks in which Dole aides believed such a choice was impossible because the two men have had such a contentious relationship for years; a Dole delay in telephoning Kemp causes two anxious hours for aides; photo (M) ,"Mr. Dole's emissaries had already been dispatched to promote Mr. Kemp's qualifications to reporters. That night, Mr. Dole met with Mr. Kemp, at the Watergate apartment complex where the Doles live in Washington. The talks between Mr. Kemp and top Dole aides continued on Thursday. But some people close to Mr. Dole and Mr. Kemp said Mr. Dole made his decision on Thursday night. People close to Mr. Dole said they grew to realize that their candidate would put aside his past frictions with Mr. Kemp. But at a breakfast just over a week ago, Mr. Kemp did not sound as though he thought he was a prospect. Asked why he had not been mentioned as a running mate, Mr. Kemp replied:'' You have to ask Bob Dole."
