abstract,summary
Larry Farsace letter on Ben Ratliff's article on Billy Strayhorn ,"To the Editor: Regarding Ben Ratliff's article on Billy Strayhorn,'' The Invisible Man at Ellington's Elbow'' $ ( July 14 $ ), who was such a prolific composer but never in the national limelight. There was another such'' invisible'' man in the Ellington organization. This was Juan Tizol, who composed the timeless standard'' Caravan.''But at least the Duke was more honest than Al Jolson, who would not introduce a new song unless his name was also on the piece as a composer. LARRY FARSACERochesterBILLY STRAYHORN"
Letter on Bernard Holland's July 21 article on state of music criticism ,"To the Editor: In his essay $ ('' Colleagues, Critique Thyselves,'' July 21 $ ), Bernard Holland does for music criticism what Alexander Pope did for poetry. Mr. Holland seconds Pope's observation that''' Tis hard to say if greater want of skill / Appear in writing or in judging ill.''Especially fitting is Mr. Holland's interpolated tribute to Harold C. Schonberg, his predecessor, who was consistently guided by principles of music criticism enunciated in his essay. He approached all his tasks sufficiently prepared to avoid the consequence to which some critics in some of the arts are sometimes otherwise prone, as Pope puts it:''"
Evelyn Ronell letter on Bernard Holland's article (July 21) offering advice to music critics ,"Holland has written yet another exquisite article about the role of the music critic. Neither he nor any other critic came to the concert. He later wrote me a wonderful letter citing time and space constraints. Then, on July 11, he found nothing better to say about the opening of the Mostly Mozart Festival-- where Pinchas Zukerman and Itzhak Perlman outdid themselves in a way no one can duplicate-- than that he wished some new faces would have had the opportunity to participate. It is precisely because Mr. Holland and his colleagues do n't attend'' fresh faces'' concerts that no manager will touch these unknown performers. When the press ignores'' no names,'' these performers are doomed to linger in limbo."
Letter from Cathy and Wayne Lauden holds it was mistake for Peter M Nichols to recommend (July 14 review) movie Independence Day for young children ,"For children aged 3 to 7, he wrote,'' the explosions, warfare and weird-looking aliens could scare some little ones.'' Our 7-year-old-- hardly a'' little one''-- has thrilled to plenty of explosions and'' weird-looking aliens'' in his moviegoing lifetime, as has his 10-year-old brother. As we hesitated, the graphic dissection of a live alien found our staunch 10-year-old with his hands over his eyes, asking to have hands put over his ears as well. We support and encourage reviews like'' Taking the Children'' that make an effort to help parents screen films for their children, as the PG and PG-13 ratings can be bewilderingly erratic. When parents are misled, children suffer the consequences. MOVIES FOR CHILDREN"
Col Chester F Cotter letter contends photo of Denzel Washington (July 7) depicting lieutenant colonel of United States Cavalry (Armor) has Washington in an incorrect uniform ,"To the Editor: It struck me like cold water to see a photo of Denzel Washington on the front page of Arts and Leisure $ ('' Carnage and Glory, Legends and Lies,'' July 7 $ ) depicting a lieutenant colonel of the United States Cavalry ( Armor ) in an incorrect uniform. Mr. Washington was costumed in a dress blue uniform wearing cavalry crossed sabers, as the story line required. But the branch markings on his sleeve ( the commission stripes ), the background color on his shoulder boards and the band around his hat were orange ( not cavalry yellow, as they should have been ). Orange is the color of a signal officer, not a cavalryman. COL. CHESTER F. COTTER, retired Beaufort, S.C.MILITARY ON FILM"
"Increased tourism in Westchester County, New York, discussed; Historic Hudson River Towns, group of 11 municipalities, and Historic Hudson Valley Preservation Group now run weekend trolley connecting historic sites, shops and restaurants from Irvington to North Tarrytown; photo (S) ","IN travelspeak, this is Westchester's description: The county's revved-up tourist promotion efforts are paying off, say those who are experiencing economic benefits from increased tourism this summer.''Hotel occupancy is up; hotel managers are reporting that their business is even better than it was last summer, which was good,'' said Marcia Dmochowski, who is the general manager of the Tarrytown Hilton and is also president of the Westchester Hotel Association. ' Four million people come into Westchester on day trips, and our hotels are selling out every night. Hudson Valley Tourism, the only state-designated tourism promotional agency for the region, which includes Westchester, recently won the two top New York State tourism awards for regional travel guides in a competition against 61 other countries and 10 other regions.'"
"Gala set for White Barn Theater and Museum in Westport, Conn; photos; Lucille Lortel comments on 48th summer season (S) ","' just came up,'' as Ms. Lortel put it. About the current White Barn season, she said:'' I'm tired, darling, but I ca n't resist the theater,'' hastening to name two productions--'' The Tooth of Crime''-- coming up at the Lucille Lortel Theater, and a limited engagement of Ms. Montevecchi's new revue, in memory of Martin Kaufman, at the Kaufman Theater. THEATER"
Laurentian String Quartet at Sarah Lawrence College offers summer music camp for young people; photo; first violinist Sung-Rai Sohn comments (S) ,"Sung-Rai Sohn told a quartet of young string players.'' Mr. Sohn is first violinist with the Laurentian String Quartet. His group has been in residence at Sarah Lawrence since 1978.In addition to performing for 17 summers, quartet members have taught string playing to students 7 to 20 years old. This year,'' Mr. Watson observed,'' we seem to have a lot of quartets by Mozart. The Laurentian Quartet began during Mr. Sohn's years as a candidate for his masters degree. Aisha Buckley, 18, of Mount Vernon, who has played the viola for two years and played violin for eight years before that, said:'' You can concentrate on your music more than the rest of the year."
"Westchester County pediatrician Lori Semel also answers questions, for free, on Moms Online service of America Online; photo (S) ","By night, Dr. Semel takes off for space. On Mondays, from 10 to 11 P.M., mothers ask Dr. Semel questions. Questions Dr. Semel answered questions that night. Then, Dr. Semel asked Moms Online if she could start an on-line advice service. Every other week, Dr. Semel is host of a symposium on America Online. At Dr. Semel's symposium, up to 500 mothers talk to one another and ask questions. Questions for Dr. Semel can reach her through electronic mail, where her address is LoriDoc@aol.com, through the Monday night Moms Online chat room ( The America Online''"
"Maren Rudolph, president of Vintage Hudson Valley, discusses efforts to preserve old inns and other historic sites in New York's Hudson Valley; interview; photo (S) ","And I come from the American West, and even though the history there is not quite as old as it is in the Hudson Valley, I saw how, through development, historic treasures were destroyed to create shopping malls and new homes. Certainly in the Hudson Valley the attitude is not the same as in the West. the history of the Hudson Valley is really the history of America. How do Historic Hudson Valley and Vintage Hudson Valley fit?A. We have been working with Historic Hudson Valley, and it is our desire to enhance what they are doing. In no way are we in competition with Historic Hudson Valley. These are historic places with a unique history. They will restore the historic buildings on the property."
"Cooperative garden run by volunteers in Pawcatuck is one of several providing food for the poor in Connecticut; photos; Willimantic Food Co-Op members, who run retail food store, also grow vegetables for local soup kitchen (S) ","The emergency food locker provides bags of groceries for those who need them.'' Other gardens-- and the AmeriCorps project-- provide fresh produce for the Connecticut Food Bank, a nonprofit clearinghouse for food for more than 450 charitable organizations. The Food Bank tallied it up; we've contributed 22,000 pounds of food,'' said Dennis C. Hunt, a church member. Also aiding the Food Bank this summer is the AmeriCorps Summer Gleaning Program. By mid-July, the Gleaning Program had provided the Food Bank with close to 1,000 pounds of food.'' The Holcomb Farm Community Supported Agriculture project in Granby, now in its third year, works to provide not only good food but also new opportunities for its members, including people from poor neighborhoods."
Guide to upcoming events in Connecticut; photo (S) ,"PHOTO RAFFLEThe Arts Council of Greater New Haven holds its'' Off the Wall'' photography show and raffle today, beginning at 5 P.M. with a pre-raffle viewing in the Artspace Gallery, 70 Audubon Street. Proceeds from the event support some 600 artists and 100 arts organizations in New Haven. The numbers for more information are 772- 2788 or 772- 2377.VIETNAM'S LEGACYA seminar on Vietnam war literature and films will be offered at Western Connecticut State University in Danbury on Thursday, Friday and Aug. 12, 13 and 14 from 9 A.M. to 5 Mittelmann studied art and music at the University of Hartford, Southern Connecticut State University in New Haven, and the Paier College of Art in Hamden."
"Federal enterprise grants have had vastly different effects in Bridgeport and New Haven, Conn, illustrating effects of money and politics; grant appears to have drawn New Haven together and strengthened neighborhood activities, because committee set up to allocate funds grew out of established local organizations; Bridgeport started off with factional bickering as local activists argued that authority over grant was controlled by few politicians and business leaders; open warfare erupted, leading muncipal government to take control; New Haven Mayor John DeStefano Jr and Bridgeport officials comment (M) ","TWO and a half years ago, when the Federal Government announced that 100 cities would receive $ 3 million Enterprise Community grants with which to create jobs in poor neighborhoods, Bridgeport and New Haven were among the recipients. In New Haven, the grant appeared to draw the community together and strengthened neighborhood activism. How New Haven and Bridgeport dealt with the Enterprise Community money provides a glimpse into what happens-- or does not-- after such a grant. Twenty of its members were selected from among representatives on neighborhood police district management teams, and the rest from the city government and several major businesses and institutions in the city. The initial committee, formed to apply for the larger Empowerment Community grant, consisted of representatives from the city government, the business community and major institutions."
"Annual Villa Maria Golf and Tennis classic is one of number of golf tournaments that raise money with help of sports and entertainment celebrities; photo; Villa Maria Education Center in Stanford, Conn, is school for children with learning disabilities (S) ","Sister Carol Ann is the principal of the Villa Maria Education Center in Stamford, and her annual fund-raising golf and tennis tournament was scheduled for that rainy day. But those who take part in the Tournament of Charities Celebrity Classic at the Oak Lane Country Club in Woodbridge are baseball players from yesteryear. Others included the Yale football coach, Carmen Cozza, and the Eli men's basketball coach, Dick Kuchen, both of whom played golf, as did all of the former baseball players.'' ' I would n't play on game days because if you play golf and baseball on the same day, it affects your swing."
Article on emergency medical care provided by helicopter evaucation crews from Westchester County Medical Center; photos; service brings critically-ill trauma victims and high-risk patients to hospital from all around region (S); ,"To increase the odds of saving lives, a trauma team is alerted with a single telephone call, and an ambulance or a helicopter from the Medical Center is dispatched. About 50 emergency service providers in the county, including police and fire departments and Emergency Medical Service units, can request the helicopters. Between 1994 and 1995, the emergency helicopter flights increased 56 percent, to 824 from 527, the Medical Center reported.''The two helicopters are mirror images of one another so that the crew can use one or the other without problems,'' said Ted Tully, director of the trauma center."
"Several after-school child-care programs in Westchester County, New York, report they are being squeezed out of space in schools by increasing school enrollment; nervous parents comment (S) ","With ever-increasing student enrollment putting pressure on classroom space, many child-care programs are likely to be pushed out of school buildings in the fall. Those that remain may have to scramble for space in a gymnasium or cafeteria.''Looking at September, we wo n't have room in every school,'' said Carole Weisberg, executive director of the Lakeland Children's Center, which has been in the Lakeland School District for the last 14 years.'' Her son's program is one of those that may have to be moved out of the school in the fall.''"
"Sycamore drive-in at busy intersection in Bethel, Conn, still serves fresh hamburgers to customers in their cars; operations have change little since opening in 1947; photos (S) ","Indeed, it has flourished and in an area replete with fast food places. A waiter, or esp., a waitress who serves food to customers in cars at a drive-in restaurant.'' At least a representative of the Connecticut Restaurant Association reported that no one there knew of any other place in the state that has carhops. Once, she said, the job was so popular that a big bench was placed outside so all the carhops would have a place to sit while waiting for the cars to roll in. The Sycamore today is basically what it was when a great war was over and millions of ex- G.I.'s were getting married and buying little tract houses and cars and going to drive-ins."
"Commission appointed by County Exec Andrew O'Rourke will study public financing of campaigns for office in Westchester County, New York, with goal of ending corruptive special-interest contributions (S) ","The report, part of the New York State Commission on Government Integrity, called for reform. The commission, which looked at governmental units statewide, also recommended in the late 1980's that the state adopt a system of public campaign financing similar to New York City's, which provides partial public financing to candidates who accept certain contribution and expenditure limits. For example, the New York State Business Group, which sells health insurance, gave $ 25,000. The commission will also look at ways to reduce the cost of running a campaign, thereby encouraging more individuals to run for public office, she said. The county's Public Campaign Finance Commission will hold three public meetings in October to receive comments on reform proposals."
White Plains Hospital Center's advanced imaging techniques for early detection of breast cancer described; Dr Arthur G Lerner comments; photo (S) ,"ABOUT one in every nine women will develop breast cancer, said Dr. Arthur G. Lerner, chief of surgery and medical director of the Cancer Program at White Plains Hospital Center. We are trying to detect smaller and smaller tumors.''The Breast Imaging Center at the White Plains Hospital Center has a full range of diagnostic and screening techniques. They are used in combination with one another, depending on the particular breast tissue profile of each woman. At the Breast Imaging Center, a woman may choose to have the tissue removed with stereotactic biopsy, a departure from the traditional surgical removal. With Breast UnitsOther hospitals besides White Plains Hospital Center offering new breast imaging technology include the following:*Westchester County Medical Center in Valhalla, which offers stereotactic biopsy, ultrasound mammography and breast M.R.I.*St."
"Robert Sherman reports on summer concerts in Westchester County, New York; photo of Leon Botstein conducting at Bard College (S) ","AUGUST is the time for band concerts in the park and cool jazz in the garden, and there are events in both categories this week. A panel discussion of'' Musical Life in America, Then and Now'' is offered at 10 Saturday morning, with concert programs at 2, 4:30 and 8 P.M. Ives the Person'' next Sunday morning at 10, and another chamber recital program begins at 1:30. Today's excursion with the pianist Carlos Franzetti and members of the Bronx Arts Ensemble begins with New York music by George Gershwin but quickly wends its way down to Cuba, Argentina and other Latin American spots. There is also jazz in the gardens of Caramoor in Katonah on Friday at 8 P.M. Friday. MUSIC"
Jane Hersey letter say studies show that food additives do affect children's behavior (S) ,"Helping to Combat Child and Adolescent Disorders'' $ ( June 16 $ ) Dr. Harold S. Koplewicz makes several statements about the Feingold diet. He states that the Feingold diet has never been tested in a controlled way and that the effects reported by parents could be the result of'' placebo effect.''There have been controlled studies of diet and behavior, and they have shown that food additives do indeed affect behavior. This study demonstrated a functional relation between the ingestion of a synthetic food color and behavioral change.''"
"Guide to events in Westchester County, New York ","ART OFFERINGSA Manhattan art consultant who buys paintings and sculptures for corporations, architects and interior designers will hold an exhibition and sale of her own collection next Saturday and Sunday from noon to 5 P.M. at the Bedford Historical Hall on Route 22 in Bedford Center. 369- 6677.BOOKS AT WHOLESALEA small wholesale book company in Croton Falls, Italiata Book Company, will open its doors to the public on Saturdays from 11 A.M. to 6 P.M. beginning this week, offering books at less than half retail price."
"Patricia Brooks reviews Vicolo Pizza and Trattoria in New Canaan, Conn (S) ","There are 18 specialty pizza choices and in general the combinations work well together. Among the zesty choices were pesto, with an abundance of pesto and cheese, and contadino, covered with mushrooms, broccoli, ham and black olives ( unfortunately canned).To our surprise, the non-premises-made desserts were quite tasty, especially a cake-like slice of tiramisu and chocolate mousse cake, both lavishly festooned with real whipped cream. Two large size specialty pizzas cost $ 24.75, but easily served four. Vicolo Pizza and Trattoria Satisfactory62 Recommended dishes: All kinds of pizzas, fried calamari, chocolate mousse cake, tiramisu. Wheelchair accessibility: Several wide, shallow steps down a brick walk to dining area of the restaurant; restrooms at dining room level. DINING OUT"
A La Carte column on Long Island dining scene (S) ,"The 130-seat Portuguese barbecue restaurant, at 15 East Main Street ( 360- 0606 ), is a clone of the immensely successful Churrasquiera Bairrada in Mineola. The Carvalho family, who moved their Mineola restaurant to larger, more elaborate quarters on Jericho Turnpike some months ago, own Rodizio Bairrada along with a partner, Dan Kahn. A complementary glass of wine or soda is also being offered with the restaurant's $ 9.95 weekday set-priced dinner. The Fusion Grille in East Setauket ( 751- 2200 ) is perhaps the only restaurant on the Island offering the prestigious Opus 1 wine by the glass. Groups of 25 or more can bring their own wine or beer. A Taste of the Hamptons benefits the East End programs of the Family Service League of Suffolk County."
"Vivien Raynor reviews Summer in America, images by 21 photographers, at Candace Perich Gallery in Katonah, New York; photos (S) ","Perich established her photography gallery on Catoonah Street, in Ridgefield, and about two months since she moved it across the border, to Katonah Avenue, here. Thus, the closest the show comes to social comment is in two prints by Fred Stein and Andrea Lodica, the first of which features an urban couple promenading the euphemistically named Orchard Beach. Still, for sheer lushness, there is nothing to rival the Alaskan garden portrayed by Joel Steinfeld. Gregory Conniff, working in black and white, captures an even more chaotic garden, this one in upstate New York. At first, I mistook Ms. Fox's shot of a figured towel left in a rose garden for a Callahan, only to decide that the older photographer would have posed a nude on the towel."
Betsy Wade reviews book What Women Want by Patricia Ireland (L) ,"WHAT WOMEN WANT By Patricia Ireland. What Women Want,'' I knew virtually nothing about Patricia Ireland, the ninth president of the 250,000-member National Organization for Women. She has been a mainstay of the women's movement ever since she began doing pro bono legal work for the Dade County, Fla., chapter of NOW in 1978. Somehow, too, I doubt that the U.S. Chamber of Commerce or the National Manufacturers Association would have encouraged George Bush to sign the Family and Medical Leave Act if we'd only been willing to turn our backs on young women's and poor women's right to abortion. Ireland started, as most activists do, after an encounter with economic injustice of the kind that jolts a woman out of delusions about a job."
John Sutherland reviews book The True Story of the Novel by Margaret Anne Doody (L) ,"THE TRUE STORY OF THE NOVEL By Margaret Anne Doody. One of the most successful literary lies,'' she has declared,'' is the English claim to have invented the novel.'' The untruth that so vexes Ms. Doody will be familiar to anyone under 60 years of age who has taken a college course in the English novel. The Rise of the Novel: Studies in Defoe, Richardson and Fielding,'' solidified the'' novel as recent English invention'' thesis. It is clear that the'' English invented the novel'' thesis coincided with two significant educational events. John Sutherland is the Lord Northcliffe Professor of Modern English Literature at University College, London."
Brent Staples reviews book Up From Conservatism: Why the Right Is Wrong for America by Michael Lind; drawing (L) ,"Up From Conservatism Lind witnessed the growth of conservative radicalism from inside the movement. But'' The Death of Intellectual Conservatism'' was unremarkable. The charge that conservatives have become middlebrow, morally corrupt-- and had sacrificed'' intellectual standards''-- could be applied to almost any political enterprise. But Burke set an exceedingly high standard. He tracks the mythical crisis to a Wall Street Journal essay by Charles Murray and to Dan Quayle's Murphy Brown speech, which got the nation wringing its hands. The illegitimacy data were there for anybody to see but remained largely undiscussed, mainly because pessimism about the poor suits the national mood. Modern conservatives did not create the national mood; it emanates from well outside the Irving Kristol empire."
Jonathan Spence reviews book Science and Dissent in Post-Mao China: The Politics of Knowledge by H Lyman Miller (L) ,"SCIENCE AND DISSENT IN POST-MAO CHINA The Politics of Knowledge. Deng and the Communist Party still insisted such beliefs were the guiding light for the new'' Socialism with Chinese characteristics'' that was to make China a full-fledged modern power. This defense of Marxist science was spearheaded through the field called'' natural dialectics.''In'' Science and Dissent in Post-Mao China,'' Mr. Miller summarizes the premises of this field:'' In the 1950's through the 1970's, China witnessed successive academic criticism campaigns and political movements."
Alan Ryan reviews book Max Weber: Politics and the Spirit of Tragedy by John Patrick Diggins; drawing (L) ,"Max Weber Politics and the Spirit of Tragedy. $ 35.At first sight, Max Weber, the dour, Over the past 25 years, he has written about a great many subjects in American political and intellectual history, but in particular about the dilemmas of the 20th-century American left. Max Weber, on the other hand, spent all his life trying to understand what, if anything, underpinned modern society. Assessing late-19th-century society in these unenthusiastic terms was hardly unique to Weber; both before and after Nietzsche, German social critics had lamented the spiritual emptiness of the modern world in similar terms. Mr. Diggins suggests that Weber was fascinated by a paradox that was central to American life. John Dewey and the High Tide of American Liberalism.''"
Journalist Anthony Quinn reviews book The Hide by Barry Unsworth; drawing (L) ,"Slave morality, he said, looking at me with those big eyes.''Meanwhile Josh himself has had a conspicuous and half-unwitting effect on the novel's two women characters. It also yields a wonderfully grotesque set piece when Audrey has the local Dramatic Society round for a supper party. I return to my place in the corner, attack the mousse immediately, nothing, nothing at all. I see Mrs. King finishing off her mousse with dainty licks, nothing there either.... Yet in the novel's glancing depictions of seafront shabbiness, of the tight-lipped politesse of county society, of the exploitation of a luckless itinerant, Mr. Unsworth also offers us a bitter little slice of England."
Phil Gailey reviews book Fools For Scandal: How the Media Invented Whitewater by Gene Lyons and the editors of Harper's Magazine (L) ,"How the Media Invented Whitewater. New York: Franklin Square Press. Paper, $ 9.95.The press may be open to legitimate criticism for some aspects of its coverage of the Whitewater affair. The facts about Whitewater are still emerging. In addition, several senior Administration officials have been forced to resign for interfering in official inquiries into the Whitewater affair. Fools for Scandal'' vehemently attacks the professional integrity of The New York Times and The Times's reporter, Jeff Gerth, who on March. Even Mr. Lyons's newspaper has had to correct some of his reporting on Whitewater. This is a nasty book, not because it challenges the reporting of the Whitewater story but becauses it assaults the integrity of the journalists who did the reporting."
"Marilyn Stasio reviews books Cause of Death by Patricia Cornwell, Buzz Cut by James W Hall, Fire and Fog by Dianne Day, A Dwarf Kingdom by Nicolas Freeling and The Hollow-Eyed Angel by Janwillem van de Wetering; drawing (L) ","The coolheaded heroine is surrounded by her usual entourage for this bizarre case. The Strange Files of Fremont Jones,'' rises from the rubble here to carry on the thrilling adventure of being a liberated woman in a brave new world. For Castang, there is no escape, after all, from the'' dwarfish greed'' or the gnomish values of his constant nemesis, the ruthless power elite of the abominable bourgeoisie. Although the commissaris is a Buddhist mystic and de Gier a devout nihilist, the two officers have subtle minds and exceptional communication skills-- just the ticket for swapping philosophical witticisms with the eccentric New Yorkers swinging from the trees in Central Park."
Nicholas Eberstadt reviews book The Return of Thrift: How the Coming Collapse of the Middle-Class Welfare State Will Reawaken Values in America by Phillip Longman (L) ,"By Phillip Longman. The Social Security trust fund has already been'' saved'' ( to great political acclaim ) from impending bankruptcy at least twice: under Jimmy Carter in 1977 and under Ronald Reagan in 1983. In this timely and provocative book, Phillip Longman, a journalist, likens the Social Security system to a'' chain letter'' reaching its inevitable denouement. But according to Mr. Longman, things look even worse for tomorrow's retirees ( and taxpayers ) than the crisis in Social Security might indicate. Just as welfare has fostered dependency among the poor, programs like Social Security and Medicare have fostered dependency among the middle class.'' Though Mr. Longman's rendition of the message hits some false notes, the message itself could hardly be more important."
"Susan Shapiro reviews book When They Came To Take My Father: Voices of the Holocaust, edited by Leora Kahn and Rachel Hager; photo (M) ","Sixty-eight-year-old Rosa Strygler, the sole survivor of a Hasidic family from Cracow, is one of 50 survivors of the Nazi concentration camps who tell their harrowing stories in'' The eloquence of this testimony is not well served by the book's design: Mark Seliger's photographs are too often blurry, in unflattering close-up and cropped at odd angles; the inconsistently oversized typography distracts from the simple eloquence of the text, which was edited by Leora Kahn, a photography editor, and Rachel Hager, a senior editor at Parents magazine.'' The Holocaust is always with me,'' says 70-year-old John Klein, whose entire family died in the camps.' I chose life instead of hatred.''Susan ShapiroBOOKS IN BRIEF: NONFICTION"
"Ken Kalfus reviews books Dead Souls by Nikolai Gogol, translated by Bernard Guilbert Guerney, revised and edited by Susanne Fusso; and Dead Souls by Nikolai Gogol, translated and annotated by Richard Pevear and Larissa Volokhonsky; drawing (L) ","DEAD SOULS By Nikolai Gogol. New Haven: Yale University Press. SOULS By Nikolai Gogol. It was not until Bernard Guilbert Guerney's 1942 translation, a century after the novel's first publication, that English-language readers acquired a'' Dead Souls'' that took the full measure of Nikolai Gogol's satire, with its linguistic playfulness and phantasmagoric invention. A new edition of Guerney's work has now appeared, extensively revised by Susanne Fusso, an associate professor of Russian at Wesleyan University. While the Pevear-Volokhonsky edition includes the early drafts of Volume 2, Ms. Fusso considers their publication alongside his masterwork'' a disservice to both Gogol and the reader.''"
