abstract,summary
"John Suggs, who won early release from prison sentence for his fourth rape conviction, is charged with raping woman in Central Park on Aug 4; Mayor Rudolph W Giuliani says Suggs's release from prison after having served 13 years of 20-year term highlights how justice system is too quick to grant early release to dangerous felons; Suggs photo (M) ","A man from Manhattan who won early release from a prison sentence for his fourth rape conviction was arrested in a rape case over the weekend in Central Park, the police said yesterday. The Mayor said Mr. Suggs's release from prison after having served 13 years of a 20-year term highlighted how the justice system was too quick to grant early releases to dangerous felons. His first arrest was for assaulting a police officer on May 6, 1967.In his most recent term, for a rape and robbery in 1978, he was denied parole five times, but released under the supervision of a parole officer after having served two-thirds of his sentence. Suggs had been meeting regularly with a parole officer since his release. On Sept. 26, 1978, Mr. Suggs raped and robbed again, the police said."
"FBI agent Frank Pellegrino, testifying at trial of three men accused of plotting to blow up American jetliners in Asia, relates how one defendant, Abdul Hakim Murad, talked about blowing up nuclear plant in US; says Murad made his statement on April 12, 1995, while he was being extradited from Philippines to New York City, where he is being tried with other defendants, Ramzi Ahmed Yousef and Wali Khan Amin Shah (M) ","The agent, Frank Pellegrino, testified that Mr. Murad told him that such attacks were supposed'' to make the American people and the American Government suffer for their support of Israel.''The F.B.I. agent said that Mr. Murad made his statement in the course of six hours on April 12, 1995, while he was being extradited from the Philippines to New York City, where he is being tried with the other defendants, Ramzi Ahmed Yousef and Wali Khan Amin Shah. Mr. Yousef faces a second trial on separate charges that he masterminded the 1993 bombing of the World Trade Center in lower Manhattan."
"Special report, The Health Squeeze, on efforts of welfare states of Western Europe to cope with rising health care costs; just like Americans, Europeans are being forced to think about costs of comprehensive medical care, something that never worried them before, as many countries can no longer afford vast amounts required to pay for unlimited and generous benefits; in country after country, notably Britain, France and Germany, administrators are turning to market-oriented cost-control measures used by managed care companies and health maintenance organizations in US, and are raising many of same ethical concerns; techniques include measures like encouraging hospitals to compete with each other in offering value for money, pressing doctors to follow most cost-effective treatment methods and to order expensive tests only when necessary, and using computers to monitor compliance; situation in three countries described; graph depicts their total spending on health care as percentage of gross domestic product (L) ","In Britain, more than half of the general practitioners in the National Health Service now have budgets they can not overspend for patients' medicines and hospital care, forcing them to think twice or bargain hard with hospitals and surgeons about the costs. French authorities are determined not to limit health care benefits, but they are circumscribing the freedoms both doctors and patients used to enjoy to make use of them. French doctors are not state employees, and their bills are only 70 percent reimbursed by the health insurance the Government requires virtually everybody to subscribe to. But costs are constantly rising, and the health insurance system has not broken even since the early 1990's. Deviations from the recommendations have to be justified by doctors if health insurance officials check up on them. THE HEALTH SQUEEZE--"
Sports transactions ,BaseballAmerican LeagueBOSTON RED SOX-- Optioned C Ken Hatteburg to Pawtucket. Recalled RHP Julian Tavarez from Buffalo of the American Association. Optioned LHP Brian Anderson to Buffalo. Recalled RHP Woody Williams from Syracuse of the American Association. Signed G Donnie Boyce to a one-year contract. BOSTON CELTICS-- Re-signed C Alton Lister. Signed C Greg Foster to a multi-year contract. FootballNational Football LeagueCINCINNATI BENGALS-- Signed T Willie Anderson to a five-year contract and DE Jevon Langford to a three-year contract. MIAMI DOLPHINS-- Released LB Jack Del Rio. Canadian Football LeagueHAMILTON TIGER-CATS-- HockeyNational Hockey LeagueBUFFALO SABRES-- Signed C Terry Yake and C Derek Plante to a one-year contract. International Hockey LeagueCHICAGO WOLVES-- Central Hockey LeagueOKLAHOMA CITY BLAZERS-- Named Eric Newendorp director of media relations and Chris Presson assistant general manager.
"The Fine Print, article in ongoing series on handling of special-interest legislation in Congress; focuses on failed efforts of Senate majority leader Trent Lott to win passage of legislation benefitting American Home Products Corp, Pennsylvania drug company, by quietly attaching amendment to major piece of legislation with wide bipartisan support; commonplace maneuver failed only because it was noticed; skirmish demonstrates ease with which special-interest legislation can often get through Congress as long as it draws little public attention; photo (M) ","Last week, Senator Trent Lott of Mississippi, the majority leader, decided to help out his colleagues from Pennsylvania, who had had no luck in pushing for special legislation sought by a drug company that employs hundreds of people around Philadelphia and has given large donations to the Republican Party. With Congress about to break for summer vacation and time running out, Mr. Specter and Senator Rick Santorum, Republican of Pennsylvania, asked Mr. Lott for help. Because conference committees meet in secret, Mr. Lott was able to attach the Lodine provisions to the health insurance bill with little notice last Wednesday. Since 1991, the company has given $ 50,000 to the the Republican Party, and its political action committee has given $ 81,500 to Republican candidates, according to Public Citizen."
"Pres Clinton, over objections of US trading partners, signs law imposing sanctions on foreign countries that invest heavily in Iran or Libya, which he describes as two of most dangerous supporters of terrorism in world; says terrorism is worst enemy of current generation and vows that US will fight it alone, without its allies, if necessary; Germany and France condemn measure; France says European Union will retaliate if Administration carries out sanctions law; European Union files protest; is expected to challenge law at World Trade Organization, as well as other law that penalizes companies doing business with Cuba; Iran predicts new law is doomed to failure; photo (M) ","The European Union also protested and is expected to challenge the law at the World Trade Organization, as well as another American law penalizing companies doing business with Cuba. It also imposes sanctions on foreign companies that violate existing United Nations prohibitions against trade with Libya in certain goods and services. The President could bar American banks from making loans of more than $ 10 million to companies that receive sanctions. He could also ban companies that receive sanctions from selling goods to the United States Government or bar all imports from the companies. The law grants the President the ability, case by case, to decide that it is in the national interest to waive a sanction against a company for a particular investment. The law would apply only to new investments, not those existing already."
Photo of German tourist indulging in Olympian fantasy with leap into long-jump pit day after close of Summer Olympics in Atlanta ,"In Atlanta, Some Whimsy for the WearyOn the morning after in a tired city, workers were cleaning up, vendors were marking down and Harold Buchholz of Germany, a tourist, indulged an Olympian fantasy with a leap into the long-jump pit. SportsTuesday, page B12.In Africa, a Sense of PrideThroughout Africa , people were rejoicing over the stunning success of their athletes. Nowhere was the joy greater than in Nigeria, where the gold medal in men's soccer led to declaration of a national holiday. Page B7.In Sydney, 2000 Is Not Far AwayOrganizers of the 2000 Summer Games are already saying theirs will be different from Atlanta's. They said the weather would be cooler, the transportation less complicated and the commercialism more subdued. Page B12.OLYMPICS"
Unidentified 15-year-old boy is believed to have drowned in Harlem River after he jumps into water and disappears; photo (M) ,"A 15-year-old Bronx youth was thought to have drowned in the murky waters of the Harlem River yesterday after he jumped into the water and disappeared during an afternoon of bicycle riding with two friends, the police said. Stephen Biegel, a police spokesman, said. Divers from the Police and Fire Departments spent several hours submerged in the blackened waters, searching for the youth, whose name was not released by the police. The accident occurred at 7:45 P.M. beneath the Madison Avenue Bridge at East 138th Street in the South Bronx, Doram Tamari, a police spokesman, said. The 15-year-old parked his bike and dived into the water, the police said."
"Second of two articles, Out of Fashion, on changing attitudes of American women toward clothes; as American women's attitudes changed in last few years, away from extreme and toward more versatile and reasonably-priced clothing, industry has been slow to notice, and many have suffered; sales of women's apparel in US fell 12 percent, from record $84 billion set in 1989, to $73 billion in 1995; some companies, like Anne Klein, are only now adjusting to jilt; after switching designers and radically altering its advertising three times, company finally closed its top line in April and is concentrating on lower-priced, more casual collections; other businesses have better attuned themselves to women's new agenda, offering versatile, relaxed clothes, often at lower prices, and have profited in process; photos (L) ","Some companies, like Anne Klein, are only now adjusting to this jilt from women. As with the apparel makers, many stores have failed to keep up with the changes in women. Women's apparel stores had their worst Christmas in nearly a decade last year. A number of the most promising designers-- all creating expensive fashions, often formal career clothes-- have been forced out of business since 1990. Just a few years ago, Ann Taylor dressed the career woman in smart suits and modestly hemmed dresses. It is a very different business, concentrating on more relaxed, less expensive clothes. The first step was to get new clothing into the store, and let women know that it was there."
"New York Knicks will announce signing of their first-round draft picks John Wallace, Walter McCarty and Dontae' Jones (S) ","The Knicks today will announce the signing of their three first-round draft picks. Wallace, a 6-foot-8-inch small forward from Syracuse, signed a three-year deal believed to be worth $ 2.257 million. McCarty, a 6- 8 forward from Kentucky, signed a three-year deal worth $ 2.156 million, while Jones, a 6- 6 forward from Mississippi State, signed a three-year, $ 1.987 million deal. Wallace, who unexpectedly fell to the No. 18 pick in the first round of the National Basketball Association draft, considered an offer to play in Europe, but decided to sign with the Knicks. Jones, selected 21st, underwent foot surgery this summer and will probably not be ready to play until at least January."
"Jean Broward Shevlin Gerard, former US envoy, dies at age 58 (S) ","Jean Broward Shevlin Gerard, who as America's permanent representative at Unesco played a key role in President Reagan's decision to pull out of the agency in 1984, died of cancer at her home in Paris yesterday. The outspoken Mrs. Gerard tried to negotiate changes at Unesco headquarters in Paris, but quickly ran into opposition from Mr. M'Bow and his senior staff. Gerard and Mr. M'Bow also found themselves at odds over the developing world's campaign to create what it termed a New World Information and Communications Order to be administered by Unesco. She was a director of the Youth Foundation, the N.Y. Genealogical and Biographical Society and the Child Health Foundation."
Poet Sandra Isham Vreeland dies at age 38 (S) ,"Sandra Isham Vreeland, a poet who was the director of an AIDS poetry project for young people, died yesterday at her home in Bridgehampton, L.I. Working with the Poetry Society of America, she created her poetry project in 1994 to encourage young people to express their thoughts and feelings about H.I.V. infection through poetry. The Sky Lotto'' last year ( Canio's Editions).She was born in Washington, the daughter of Heyward Isham, a former United States ambassador to Haiti, and Sheila Isham, a painter. In addition to her parents, residents of Manhattan and Sagaponack, L.I., Mrs. Vreeland is survived by her husband, Alexander Vreeland; her children, Reed and Victoria, and her brothers, Christopher E. and Ralph H. Isham, both of Manhattan."
Battle for Juwan Howard's services takes another turn when Washington Bullets sign him to seven-year contract believed to be worth around $100 million; Howard now has two contracts--one with Miami Heat and one with Bullets; it remains unclear which team he will play for next season (M) ,"The battle for Juwan Howard's services took another turn yesterday, when the Washington Bullets signed Howard to a seven-year contract believed to be worth around $ 100 million. The free-agent forward now has two contracts-- one with the Miami Heat and one with the Bullets. Howard signed a seven-year, $ 100.8 million contract with Miami last month as a free agent. But the league rejected that contract on July 31, claiming Miami exceeded the salary cap to sign Howard. Meanwhile, yesterday's developments had to disturb the Heat, which has insisted that its contract with Howard is valid. Two sources with the union said that Howard signed yesterday's contract to protect himself. By signing a contract with the Bullets, Howard insured that he will get a lucrative contract somewhere."
"Investigators locate new trail of debris from Trans World Airlines Boeing 747 which exploded off Long Island on July 17 killing all 230 aboard; say debris is several miles closer to Kennedy International Airport than any wreckage found before, and included large suitcases and pieces of clothing scattered on ocean floor; discovery bolsters theory that explosion occurred near forward cargo hold, blowing suitcases out of plane first, even before nose separated from fuselage and fell into ocean; searchers recover body of 195th victim; photo (M) ","Investigators located a new trail of debris from Trans World Airlines Flight 800 several miles closer to Kennedy International Airport than any wreckage found before, and among the items scattered on the ocean floor, officials said yesterday, were large suitcases and pieces of clothing. Divers began inspecting the new debris area yesterday, officials said. The debris line, now stretching at least six miles, coincides roughly with Flight 800's flight path. Several pieces of wreckage were recovered from the area near the cockpit yesterday, but they were not identified by investigators at yesterday afternoon's press briefing in Smithtown, L.I."
Analysis of Bob Dole's tax-cut plan through examples provided by Coopers &amp; Lybrand accounting firm (S) ,"Bob Dole's tax-cut plan, as analyzed through examples provided by Coopers & amp; Lybrand, a major accounting firm, generally lightens the tax burden most significantly for moderate-income households with children. The firm assumed standard decuctions for each individual or family, with only high-income taxpayers having capital gains. The Dole staff provided a similar set of six examples whose accuracy was confirmed independently by the accounting firm of Deloitte & amp; Touche. In one case, for a $ 35,000 family with two children, the Coopers & amp; Lybrand and the Dole figures overlapped."
"Texaco Inc places in review its corporate advertising account, which has been handled by Bates USA (S) ","Texaco Inc. said yesterday that it had placed in review its corporate advertising account, which has been handled by Bates USA in New York since late 1994. Cynthia B. Michener, a spokeswoman at Texaco in White Plains, confirmed reports of the review this week in Advertising Age and Adweek. The New York office of Bates, teamed with its Bates Southwest office in Houston, will continue to handle Texaco's product and retail advertising, Ms. Michener said. THE MEDIA BUSINESS: ADVERTISING-- ADDENDA"
"Competitive Media Reporting study finds NBC ran 552 commercials promoting its programming during its coverage of Atlanta Olympics; Coca-Cola Co was second biggest advertiser, with 267 commercials (S) ","NBC, whose coverage of the 1996 Summer Olympics drew some criticism for the heavy rotation of commercials it broadcast, turns out to have been the biggest advertiser during the Games. According to Competitive Media Reporting, which tracks advertising, commercials for NBC dominated the network's coverage of the Atlanta Games, which began July 19 and ended on Sunday. NBC, which is owned by the General Electric Company, had 552 commercials promoting its news, sports and television programming. The Coca-Cola Company was a distant second with 267 commercials, while the General Motors Corporation was third with 200 spots."
"European Commission begins legal proceedings against Britain and Belgium, holding they use illegal means to protect their domestic brewers (S) ","The European Commission said yesterday that it had started legal proceedings against the British and Belgian Governments, charging that they used illegal means to protect their domestic brewers. The commission, the executive arm of the European Union, objects to a seven-year-old agreement that allows the 10,000 pubs controlled by British brewers to sell one'' guest'' beer, provided it is brewed to specific requirements. The commission also wants to eliminate a Belgian law that bans advertising drinks containing more than 10 percent alcohol.(Bloomberg Business News)INTERNATIONAL BRIEFS"
"British Airways reports first-quarter earnings rose 11 percent, to 150 million pounds ($231 million), up from 135 million pounds in 1995 period (S) ","British Airways said yesterday that strong demand and less discounting helped to increase profits in the first quarter 11 percent. The airline, which is planning an alliance with American Airlines, earned $: 150 million, or $ 231 million, in its first quarter, compared with $: 135 million a year earlier on sales of $: 2.1 billion, up from $: 1.9 billion. British Airways also said yesterday that it would fight an American court action by its current partner, USAir, over the deal with American.(Reuters)INTERNATIONAL BRIEFS"
Diamond Fields Resources settles suit that was blocking its $4.3 billion Canadian (US $3.1 billion) takeover by Inco Ltd; agrees to pay Exdiam Corp $25 million (S) ,"Diamond Fields Resources said yesterday that it had settled a lawsuit in Texas that was blocking its $ 4.3 billion ( Canadian ), or $ 3.1 billion ( United States ), takeover by Inco Ltd., a Toronto mining company. Under the settlement, Diamond Fields, based in Vancouver, British Columbia, will pay $ 25 million to the Exdiam Corporation of Texas, which had accused an executive of Diamond Fields, who was involved in ventures with Exdiam, of improperly diverting diamond-mining interests in Arkansas and Minnesota from Exdiam to Diamond Fields. Diamond Fields said it expected Inco to announce the date for completion of the takeover this week.(Bloomberg Business News)INTERNATIONAL BRIEFS"
"Electrolux AB reports first-half pretax profits fell to 1.81 billion kronor ($275 million); says second-quarter profits fell 14 percent, to 913 million kronor (S) ","Electrolux A.B. of Sweden, Europe's largest appliance maker, said second-quarter pretax profits fell 14 percent. The company said that a stronger krona reduced the value of overseas sales in other currencies. Pretax profit fell to 1.81 billion kronor, or $ 275 million, in the first half, of which 913 million kronor was made in the second quarter. That was above expectations of 1.78 billion kronor. Other Swedish industrial companies that have reported first-half earnings said they were also hurt by the krona's strength.(Bloomberg Business News)INTERNATIONAL BRIEFS"
"Zeneca Group PLC is expected to post 19 percent rise in first-half pretax profit to about 600 million pounds ($930 million), up from 506 million pounds in 1995 period (S) ","Zeneca Group P.L.C., Britain's third-largest drug maker, is expected to post a 19 percent gain in first-half pretax profit on strong growth in new and existing products. Zeneca is expected to post a profit in the half-year to June 30 of around $: 600 million, or $ 930 million, compared with $: 506 million a year earlier, analysts said. The company is to report results today.(Bloomberg Business News)INTERNATIONAL BRIEFS"
"N M Rothschild &amp; Sons Ltd reports pretax profit rose 30 percent in fiscal year ended Mar 31 to 35 million pounds ($53.9 million), up from 26.9 million pounds in previous year; reiterates that it will remain independent (S) ","N. M. Rothschild & amp; Sons Ltd., the 186-year-old merchant bank, said pretax profit rose 30 percent in its latest fiscal year and reiterated that it would remain independent. Gains in its corporate finance business lifted pretax profit to $: 35 million, or $ 53.9 million, in the year ended March 31, from $: 26.9 million the previous year.(Bloomberg Business News)INTERNATIONAL BRIEFS"
"Clyde Haberman, in NYC column, contends that time is at hand to decide exactly how Census Bureau will calculate US population in 2000; maintains that next census is important to New York City, victim of 'chronic undercount syndrome'; notes that Giuliani administration supports new Census Bureau procedures that should beef up city's totals in next census; cites Mayor Giuliani's contention that more accurate census could help city receive its rightful share of Federal funds (M) ","( Was that the riffling of newspaper pages we just heard?)In fact, the next census is enormously important to New York City, a victim of what, in this age of three-word diseases, might be called chronic undercount syndrome. UNDERSTANDABLY, the Giuliani administration is throwing its full support behind new Census Bureau procedures that should, the experts say, beef up the city's totals in the next go-round.'' A more accurate census could help New York receive its rightful share of Federal funds,'' Mayor Rudolph W. Giuliani said at what amounted to a pep rally for the Census Bureau, held the other day at City Hall. At the Commerce Department, the Census Bureau's parent agency, officials say that this proposal, while somewhat costly, will probably soon be made official policy."
"Michael Sillerman, chairman of landmarks committee of Real Estate Board of New York, will celebrate his 50th birthday at party at Stubbs Books and Prints store on Aug 7 (S) ","MICHAEL SILLERMAN, a land-use lawyer with Rosenman & amp; Colin and the chairman of the landmarks committee of the Real Estate Board of New York, turned 50 on Sunday, but how could anyone with friends in high places give a party on an August weekend? So Mr. Sillerman has invited dozens of lawyers, architects, developers and government officials to join him to celebrate tomorrow instead. ' It is the premier location for architecture books in New York.'' That might not matter to many people celebrating birthdays, but Mr. Sillerman is a collector of rare architectural books and has 10,000 overflowing his home into four separate storage rooms."
Excerpts from remarks by Republican Presidential candidate Bob Dole unveiling economic plan (L) ,"this is not just tax, this is about a six- or seven-point program. Growth advocates say cut taxes first. Higher taxes pick the American family's pocket directly. I will reduce taxes while I'm balancing the budget. Second, we will give every middle-income family a $ 500-per-child tax credit, 18 years and under. And finally, I will call for a super-majority-- a 60 percent vote of Congress-- before income tax rates can be ever be raised again on the American people. Of course, this is an election year, so Bill Clinton has promised again that he will cut taxes, not raise them. And in short, my administration will free the American people from tax tyranny. That tax cut helped restore America's economic greatness, make no mistake about it."
Environmental Protection Dept is supervising cleanup of old apple orchard in Burlington Township that is laced with arsenic and DDT used in pesticides (New Jersey Daily Briefing) (S) ,"The scene was familiar: trucks hauling away tons of contaminated soil from the site of a new development. But the source of the pollution was not a defunct factory or an underground oil tank. It was an old apple orchard in Burlington Township. For the first time, the Department of Environmental Protection began yesterday supervising the cleanup of an agricultural toxic waste site. More than 28,000 cubic yards of dirt laced with arsenic and DDT used in pesticides are being removed from a lot next to the Sunset Ridge development and taken to the Burlington County landfill. Robert Van Fossen, assistant director of D.E.P.'s site remediation program, predicted that more farm-related contamination cleanups will follow. NEW JERSEY DAILY BRIEFING"
State Supreme Court makes it tougher for courts to commit juveniles to mental hospitals against their will (New Jersey Daily Briefing) (S) ,"The State Supreme Court made it tougher yesterday for courts to commit juveniles to mental hospitals against their will. While an adult can not be involuntarily committed unless he is considered a danger to himself or others, previous rules allowed lower courts to commit children simply because they needed'' intensive psychiatric therapy.'' Yesterday's ruling, in a case involving a 15-year-old girl who attacked another youth with a box-cutter, raises the standard for committing children to the same'' dangerousness'' level as the standard for adults.'' Psychiatric commitment is an extreme and extraordinary measure,'' said Lily DeYoung of the State Public Defender's office.' ' We need to make sure that it is used only as a last resort, and this ruling helps insure that.''NEW JERSEY DAILY BRIEFING"
"Salary increases for public school teachers are falling, according to New Jersey School Boards Association (New Jersey Daily Briefing) (S) ","Salary increases for public school teachers are falling, the New Jersey School Boards Association said yesterday. The average raise included in teacher contracts signed this spring was 3.9 percent, said Frank Belluscio, a spokesman for the association. In contrast, the average raise for the 1996- 97 school year-- negotiated in 1994-- was 5.3 percent. NEW JERSEY DAILY BRIEFING"
"Eight-mile stretch of Island Beach State Park closed on Aug 4 by minor oil slick is reopened, but environmental officials and Coast Guard are still looking for source of slick; (New Jersey Daily Briefing) (S) ","An eight-mile stretch of beach closed by a minor oil slick on Sunday was reopened yesterday, but environmental officials and the Coast Guard were still looking for the source of the slick. The leading suspect, Department of Environmental Protection officials say, is a tug boat the D.E.P. sank on Saturday to create an artificial reef. The 92-foot boat was thought to have been cleaned out before it was sunk off Mantoloking, about 12 miles north and east of Island Beach State Park. NEW JERSEY DAILY BRIEFING"
"Fleet Bank has agreed to refinance and refund interest on high-interest loans made to older homeowners, according to New Jersey Citizen Action (S) ","Fleet Bank has agreed to refinance and refund the interest on high-interest loans made to older homeowners, a statewide watchdog group said yesterday. Fleet was the target of protests by New Jersey Citizen Action because a subsidiary of the bank bought the high-interest loans from independent contractors. The contractors had approached homeowners in low-income areas, told them they needed repairs and offered to loan them money at rates that sometimes exceeded 15 percent, said Phyllis Salowe-Kaye, the group's executive director. NEW JERSEY DAILY BRIEFING"
Recent accidents involving Jet Skis have renewed debate over need to regulate them (New Jersey Daily Briefing) (S) ,"Recent accidents involving Jet Skis have renewed debate over the need to regulate them. A 44-year-old Vineland man was killed on Sunday when two of the watercraft collided, and the state police say that 26 of the 68 boating accidents last month involved Jet Skis. Sunday's death of Terry R. Catoni and two other deaths in July might have been avoided if new rule regulating the vessels had not been postponed for a year, said Senator Andrew R. Ciesla, the Brick Township Republican who sponsored the rules. NEW JERSEY DAILY BRIEFING"
