abstract,summary
"Mother Teresa, Nobel Prize-winning missionary who has been hospitalized for two weeks with malaria, pneumonia and heart problems, reportedly has improved steadily (S) ","There was good news yesterday about MOTHER TERESA, the Nobel Prize-winning missionary who has been hospitalized for two weeks with malaria, pneumonia and heart problems. S. K. SEN, medical director at the Woodlands Nursing Home where Mother Teresa is being treated, said,'' It is virtually a tug-of-war every day, and every day we are telling her that we are going to release her tomorrow.''She was hospitalized on Aug. 20 and suffered heart failure while in intensive care. Despite improvements, her heartbeat has remained irregular.''I am fit enough,'' Dr. Sen quoted Mother Teresa, 86, as saying.'' She was fitted with the device in 1989.The hospital has provided Mother Teresa with an altar and a small statue of Jesus inside the intensive care unit, Dr. Sen said.''"
"Harry A Taylor resigns as Out magazine vice president and publisher to join Planet Out, on-line computer service, as vice president; Mary P Connelly resigns as advertising director; Henry E Scott, president of magazine's parent, will take added title of publisher (S) ","The top two advertising executives of Out magazine in New York are leaving for new posts. And Mary P. Connelly, 34, advertising director at Out, has resigned to join Details magazine in New York-- owned by the Conde Nast Publications unit of Advance Publications-- as account manager, handling alcoholic Scott said he had hired Lewit & amp; LeWinter, a magazine consulting company in New York, to develop'' a strategic plan for our advertising sales efforts.'' Out has attracted ads from mainstream marketers like the General Motors Corporation, the Procter & amp; Gamble Company and the Seagram Company."
William J Grimes leaves as president and chief executive of Zenith Media Worldwide's United States operations with expiration of his two-year contract; Steve King will assume his duties in new post as Zenith North America chief operating officer (S) ,"Zenith Media Worldwide, the media-services unit of Cordiant P.L.C. in New York, said yesterday that William J. Grimes, president and chief executive of United States operations, had left with the expiration of his two-year contract.''At the end of this first phase of the company's development, Bill and I have mutually agreed that Zenith would benefit from new leadership to continue our good progress,'' said John Perriss, the unit's chairman. Mr. Grimes, 55, joined Zenith in September 1994, five months before the unit began operations. Telephone calls yesterday to his home in New York were not returned."
"Texaco Inc narrows review on its corporate advertising account, which has been handled by Bates USA (S) ","Texaco Inc. said yesterday that it had narrowed a review on its corporate advertising account, which has been handled by Bates USA in New York since late 1994, to five finalists. Jim Swords, a spokesman for Texaco in White Plains, confirmed a report this week in Adweek that the review had been narrowed to five contenders, all in New York. They are: Bates, which is owned by Cordiant P.L.C.; BBDO, a unit of the Omnicom Group; Lowe & amp; Partners/ SMS, part of the Interpublic Group of Companies; Messner Vetere Berger McNamee Schmetterer Euro RSCG, a unit of Havas Advertising, and Saatchi & amp; Saatchi Advertising, also owned by Cordiant. THE MEDIA BUSINESS: ADVERTISING-- ADDENDA"
"Douglas Einck's cuisine at Crystal Lake Lodge, in pristine Alaskan wilderness near Dillingham, described; photo (S) ","Guests at the Crystal Creek Lodge, deep in the bush of southwestern Alaska near Bristol Bay, spend the day fly-fishing in pristine wilderness. Among the lodge's specialties are fillet of salmon in a citrus marinade, beef Wellington, lamb persillade, veal piccata and salmon and prawns steamed in parchment paper. For Douglas Einck, 25, in his fourth year as Crystal Creek's head chef, the logistics of sophisticated cooking in the bush are more challenging than recipes. Einck plans his menus in March, three months before Crystal Creek opens for the summer. But procuring salmon is a snap.'' Crystal Creek Lodge, P.O. Box 3049, Dillingham, Alaska, 99576; ( 800 )"
Japan weighs delaying for year planned increase in consumption tax to 5 percent from 3 percent; delay would be part of possible economic-stimulus package (S) ,"The Japanese Government may postpone for one year the increase in the consumption tax that is scheduled for next April, the Finance Minister, Wataru Kubo, said yesterday. Mr. Kubo said any delay in raising the tax to 5 percent from 3 percent would be part of an economic-stimulus package that could amount to as much as 10 trillion yen ( $ 91.7 billion).He emphasized, however, that the Government had not yet decided to compile such a package, saying that the decision would be made only after it saw April-June figures for gross domestic product, scheduled for mid-September.(Bloomberg Business News)INTERNATIONAL BRIEFS"
"Tractebel SA shares rise amid expectations that Societe Generale de Belgique SA, which owns 40.5 percent of Belgian utility, will increase stake (S) ","Shares of Tractebel S.A. rose yesterday amid expectations that Societe Generale de Belgique S.A. is prepared to pay at least 50 billion Belgian francs ( $ 1.63 billion ) to buy a stake in the Belgian utility. Electrafina S.A., a holding company that owns 20.2 percent of Tractebel on behalf of its parent company, Groupe Bruxelles Lambert S.A., said it might sell its Tractebel holding. Societe Generale de Belgique, the nation's largest holding company, would not comment on a news report that it was considering buying the Groupe Bruxelles Lambert stake as well as a 4.3 percent stake from the insurer Royale Belge. Societe Generale de Belgique already owns 40.5 percent of Tractebel.(Bloomberg Business News)INTERNATIONAL BRIEFS"
Jefferson Smurfit Group reports first-half pretax profit fell 37 percent to 126 million Irish pounds ($204 million) from year-earlier 201 million pounds (S) ,"The Jefferson Smurfit Group, the Irish paper and packaging company, said yesterday that its first-half pretax profit slumped 37 percent as global paper prices fell and the industry suffered from overcapacity. Pretax profit fell to 126 million Irish pounds ( $ 204 million ) from 201 million a year earlier. Sales fell 12 percent, to 1.35 billion, reflecting lower paper prices and volumes. Paper prices appear to have bottomed, though'' the near-term outlook is uncertain,'' the company's deputy chairman, Dermot Smurfit, said.(Bloomberg Business News)INTERNATIONAL BRIEFS"
"Britain sells most of its remaining shares in National Power PLC, Powergen PLC and Southern Electric PLC as part of plan to raise 1 billion pounds ($1.56 billion) (S) ","The British Treasury said yesterday that it had sold almost all of its remaining shares in National Power P.L.C., Powergen P.L.C. and Southern Electric P.L.C. as part of a plan to raise $:1 billion ( $ 1.56 billion ). The Government said it had sold 28.47 million shares of National Power, or 2.4 percent of the company; 17.13 million shares of Powergen, or 2.5 percent of the company, and 856,928 shares of Southern Electric, or four-tenths of 1 percent. At current prices, the shares were worth $: 203 million.(Bloomberg Business News)INTERNATIONAL BRIEFS"
Stagecoach Holdings PLC is buying Swebus of Sweden from Swedcarrier for 115.6 million British pounds and assumption of 117 million pounds in debt and interest (S) ,"Stagecoach Holdings P.L.C., a major British bus and train operating company, said yesterday that it was buying Swebus of Sweden from Swedcarrier. It will pay $: 115.6 million in cash and assume $: 117 million in debt and interest owed by Swebus to Swedcarrier and to Statens Jarnvagar, the Swedish state rail system. Swebus is a market leader in contractual bus services, with annual revenue of $: 318 million. Stagecoach posted revenue of $: 501.2 million in the year ended April 30.(AP)INTERNATIONAL BRIEFS"
Trelleborg AB seeks to buy Horda AB for 276 million Swedish kronor ($41.8 million) (S) ,"Trelleborg A.B., a Swedish mining, metals and rubber products company, said yesterday that it wanted to buy the rubber products company Horda A.B. for 276 million kronor ( $ 41.8 million).Horda shareholders with 89.7 percent of the votes in the company have accepted the offer, and Horda's board recommends the bid, Trelleborg said in a statement.(Bloomberg Business News)INTERNATIONAL BRIEFS"
Conrad Black says he still wants to increase his 25 percent stake in John Fairfax Holdings and denies speculation that he is under pressure to sell stake (S) ,"The Canadian media owner Conrad Black said yesterday that he still wanted to increase his 25 percent stake in an Australian newspaper publishing group, John Fairfax Holdings, and denied speculation that he was under pressure to sell it. The Australian, a daily owned by the News Corporation, reported last Friday that Mr. Black was believed to be preparing to sell his stake in Fairfax. Mr. Black controls the Fairfax stake through his London newspaper company, the Telegraph Group. He is prevented from increasing the stake beyond 25 percent by foreign investment restrictions. There is'' a complete impasse, with no indications of a change of Government policy and no disposition by us to sell,'' Mr. Black said.(Bloomberg Business News)INTERNATIONAL BRIEFS"
"Blue Circle Industries reports first-half pretax profit rose 12 percent, to 116.3 million British pounds ($181.4 million), up from 104.1 million pounds in 1995 period (S) ","Blue Circle Industries, a British building-materials company, said yesterday that first-half pretax profit for 1996 rose 12 percent as a turnaround in heating and strong cement sales in the United States and Malaysia offset falling demand at home. Pretax profit for the six months that ended June 30 rose to $: 116.3 million ( $ 181.4 million ) from $: 104.1 million a year earlier. Sales rose 4 percent, to $: 874.4 million from $: 839.9 million.(Bloomberg Business News)INTERNATIONAL BRIEFS"
"Unemployed auto mechanic Michael Nunno, who opened fire on police officers responding to complaint of domestic dispute at his house on Staten Island, is found dead inside house; it is unclear whether he shot himself to death or was killed by police bullets (M) ","An unemployed auto mechanic opened fire yesterday on police officers responding to a complaint of a domestic dispute at his house on Staten Island, officials said. The incident began at 5:50 P.M. when police officers responded to a report of a domestic dispute at 241 Jacques Avenue in the New Dorp section, said Officer Robert Samuel, a spokesman for the Police Department. When officers arrived at the house, the gunman fired several shots from a high-powered rifle, striking police cars, and the officers returned fire, Officer Samuel said. The incident ended after a nearly two-hour standoff when officers entered the house and found Mr. Nunno dead. It was known in the neighborhood that a judge had recently ordered Mr. Nunno to move out of the house, neighbors said."
"Federal jury resumes deliberations on whether three men plotted to bomb American jetliners in Asia, after Judge Kevin Thomas Duffy meets with lawyers on both sides to discuss unsanctioned telephone call that one juror made over weekend to witness for prosection; Duffy says that he knows of nothing happening that would compromise case against Ramzi Ahmed Yousef, Abdul Hakim Murad and Wali Khan Amin Shah (M) ","A Federal jury resumed deliberations yesterday on whether three men plotted to bomb American jetliners in Asia, after the judge met with lawyers on both sides to discuss an unsanctioned telephone call that one juror made over the weekend to a witness for the prosecution. But it was disclosed today that one, a middle-aged woman from Manhattan, placed a telephone call over the weekend to David Swartzendruber, an investigator for the Microsoft Corporation in Redmond, Wash. Mr. Swartzendruber reported the call to a prosecutor, who notified the judge. Describing the juror's call, Judge Duffy told the lawyers that her conversation included,'' I ca n't talk to you about this case until deliberations are over, but I want to talk to you about it afterward.'' It was unclear why the juror made the call."
Sherwin-Williams Co sells two adhesives businesses acquired as part of Pratt &amp; Lambert United Inc takeover; sells Pierce &amp; Stevens to Sovereign Specialty Chemicals Inc and Miracle Adhesives Corp to TAAC International Corp for total of $58 million (S) ,"SHERWIN-WILLIAMS CO., Cleveland, sold two adhesives businesses acquired in January as part of its takeover of Pratt & amp; Lambert United Inc. It sold Pierce & amp; Stevens to Sovereign Specialty Chemicals Inc., Chicago, and Miracle Adhesives Corp. to TACC International Corp., Rockland, Mass., for a total of $ 58 million. COMPANY BRIEFS"
TV Notes column on MTV Music Video Awards program; photo (S) ,"For the world of rock music, it does n't matter at all that the MTV Music Video Awards draw far fewer viewers than almost every other major awards show. The show invariably brings together more of the hottest acts in music than any other annual event. Dennis Miller returns for a second straight year as host. The show had its best ratings performance to date last year, scoring a 6.4 in homes that receive the cable channel. Until 1992, MTV sold an edited version to syndicated broadcast stations each year after its live broadcast. Now MTV keeps the show to itself. Worldwide, the show is seen on MTV's international channels and on broadcast channels where MTV has no outlet."
TV Notes column reports that MTV Networks will spend more than $420 million over next five years on original animation; Nickelodeon president Herb Scannell says network will double number of series in production (S) ,"MTV Networks, a unit of Viacom, is the parent of MTV, its music-video sister VH1 and Nickelodeon, the children's cable network, where most of the new animation will appear.''Animation has been a clear winner for Nick, and it's the highest-rated television we make,'' said Herb Scannell, Nickelodeon's president. Nickelodeon's'' Rugrats'' and'' Doug'' habitually rank in the Top 10 rated programs on cable television any given week. It will also help the networks attract top-quality animators, who are among the most sought-after talents in TV and film these days.''Animation is a hot business, and talent can pick and choose where they want to work,'' he said.''"
"TV Notes column on series of CBS News reports on Class of 2000, students entering ninth grade this fall; segments on various programs noted (S) ","September brings predictable back-to-school TV specials, but CBS News has gone to some lengths with its version. A series of reports on the Class of 2000-- students entering ninth grade this fall, who will graduate from high school at the turn of the century-- will appear all over CBS's schedule. The'' CBS Evening News'' will have nightly reports this week,'' CBS This Morning'' will do reports all five mornings next week, and companion reports are being produced by several local CBS television stations and radio stations. For parents who wonder about the use of television in the classroom, CNN will offer a glimpse of'' CNN Newsroom'' next week."
David Letterman Show to try broadcasting for one hour without commercial breaks (S) ,"Is David Letterman really going to do a show without commercials?No, he's only going to do a show without commercial breaks. In an effort to bring back some of the originality that distinguished Mr. Letterman's early television career, CBS's'' Late Show'' will present a solid hour of Mr. Letterman without interruptions on Sept. 20.That does n't mean there wo n't be any sponsors. He added that'' We've wanted to do something like this for a long time,'' as a way of bringing Mr. Letterman back to the days when he tried things like dubbing the show in Spanish or rotating the camera angle 360 degrees over the full hour."
"Four Brooklyn garment factories, including one that produced clothing for line that Kmart sells under Kathy Ireland label, are raided by law enforcement officials and their owners and managers have been arrested for operating sweatshops (M) ","Four Brooklyn garment factories, including one that produced clothing for a line that Kmart sells under the Kathy Ireland label, have been raided by law enforcement officials, and their owners and managers have been arrested for operating sweatshops, the Brooklyn District Attorney said yesterday. One of the factories, at 900 60th Street in Sunset Park, made women's suits and jackets for the label of Ms. Ireland, an actress and model perhaps best known for her appearances in the Sports Illustrated swimsuit issue. Hynes said there were also two sets of accounting books, one showing that some workers were being paid below minimum wage. Hynes said the three other garment operations raided at various times last month were in the same area as the one producing for the Ireland label."
Pamela Coxson letter disputes William Safire's Sept 2 column on Presidential debates (S) ,"To the Editor: William Safire's suggestion to restrict the Presidential debates to President Clinton and Bob Dole is insulting ( column, Sept. 2 ). He agrees with a political panel's criteria that the debates should be restricted to candidates who have a'' realistic'' chance of being elected. But why should we not hear from Ralph Nader, Ross Perot and Harry Browne, who represent the views of millions of Americans? Mr. Clinton should defend his record and views in the context of a substantial representation of public opinion. Actually, the polls suggest that Mr. Dole also does not have a realistic chance against him, so should Mr. Clinton debate himself?PAMELA COXSONSan Francisco, Sept. 2, 1996"
Donna Donovan letter disputes William Safire's Sept 2 Op-Ed column on Presidential debates (S) ,"To the Editor: William Safire's attempt to color Ross Perot's acceptance of Federal campaign funds as somehow wrong is low ( column, Sept. 2 ). The rules as amended last year state that to be considered for inclusion in the Presidential debates, a candidate must qualify for Federal funds and must accept them. Mr. Safire also seems confused about how Mr. Perot qualified for those funds in the first place. It was not through'' heavy personal spending'' in 1992 but because Mr. Perot earned nearly 20 percent of the votes in 1992 and has qualified to be on the ballot in all 50 states this year."
Jackson Williams letter disputes assertions about Willie Nelson in Sept 1 article on Clinton Presidential campaign (S) ,"To the Editor: Alliteration aside, your wrongheaded reference to the country-music star Willie Nelson as'' the braided bard of Nashville'' ('' Rolling Down the Highway With the Clinton Road Show,'' Sept. 1 ) did n't exactly sit well with those of us in the Lone Star State. The pride of Abbott, Tex., has lived and sung and worked on his golf game here since moving back from Tennessee more than a quarter-century ago, and do n't you forget it. JACKSON WILLIAMSAustin, Tex., Sept. 1, 1996Don't Limit Debates To Clinton and Dole"
"Vivian Lindermaker letter comments on Aug 28 article on school voucher program in Cleveland, Ohio (S) ","To the Editor: Re'' Ohio Paying Some Tuition for Religious School Students'' ( Education page, Aug. It uses public money to pay for instruction in schools whose own mission statements clearly affirm that education is a religious activity, and it is structured in such a way that only private sectarian schools can rationally participate. for Public Education and Religious Liberty"
Jeffrey Tarvin letter disputes Stephen E Phillips's Sept 1 letter arguing against vouchers for private schools (S) ,"I do n't know how many religious and private school students there are in New York City, but the'' dozens'' of former students who he says seek placement in the public schools each year must constitute a small fraction. Private schools are clearly pleasing most of their clients. Can public schools say the same?Mr. Phillips lists three reasons that students switch to public schools. Is the fraction of students who'' keep getting into trouble'' in the New York public schools as small as the fraction in trouble in private and religious schools?Mr. Many parents turn away from public schools because their children are floundering. Private and religious schools give those children a choice."
Robert A Rosenthal letter disputes Victor Davis Hanson's Sept 2 Op-Ed article on wages (S) ,"He boldly singles out the'' devaluation of physical work'' as a cause of the nation's increasing crime, hopelessness, political extremism and loss of faith. Because the wage and income pattern Mr. Hanson attributes to those who toil with their bodies is true for many others as well. For example, in the period 1973- 93, the Census Bureau reported that average median earnings for men working year round full time fell 11 percent. In fact, the economist Lester Thurow, in his book'' The Future of Capitalism,'' points out that male college graduates between ages 45 and 54 suffered a one-third reduction in median earnings in the same time period."
Lawrence D Greene letter disputes Victor Davis Hanson's Sept 2 Op-Ed article on wages (S) ,"To the Editor: Victor Davis Hanson ( Op-Ed, Sept. 2 ) ties an'' increase in crime, hopelessness, political extremism and loss of faith'' to the erosion of what'' society pays for life's essentials.''Please. Prices for life's essentials are determined not by social contract but by supply and demand. If there were a shortage of Castleman plums, I guarantee you that Mr. Hanson would receive the $ 10 to $ 15 a box for which he yearns. The real culprits are laws that distort the market, like farm supports, sugar quotas and, yes, the minimum wage. maybe that's what causes crime and hopelessness. PETER CRUMBINEGreenwich, Conn., Sept. 2, 1996"
"Oakland Athletics defeat New York Yankees, 10-9; photo (M) ","Tony Batista singled off Brian Boehringer to deliver Ernie Young from second base in the seventh with the decisive run. Even when the run scored, the Yankees must have figured they had another comeback lurking in their dugout. But the Yankees sliced it to 6- 5 when Paul O'Neill ripped a two-run homer and Charlie Hayes singled in a run off Don Wengert. With the Yankees ahead, 2- 1, on Jeter's two-run single, Gooden staggered into a fourth inning that unraveled him as two singles and a walk filled the bases before Jeter botched Brian Lesher's grounder. After a walk, Mike Bordick's bloop single to center made it 4- 2 and prolonged the disastrous inning."
"Los Angeles Dodgers defeat New York Mets, 7-6; photo (M) ","I just like to come to work and play.''Gilkey, continuing a seasonlong pattern of clutch hits, belted a three-run home run in the ninth inning last night to pull the Mets within one. He could also sign with the Mets as a free agent,'' Bronner said. I'd like winning one of those scholarships to be one.''INSIDE PITCHRAUL MONDESI crushed a three-run home run off reliever DOUG HENRY in the ninth inning to help give the Dodgers their victory. The Dodgers took a 4- 3 lead in the eighth when the pinch-runner CHAD FONVILLE scored from second on an error by REY ORDONEZ. The ball dribbled away from Espinoza, giving Fonville time to dash home on Ordonez's 26th error of the season...."
Monica Seles defeats Amanda Coetzer to advance to semifinals of US Open tennis championships; photo (M) ,"Instead, they were reduced to cheering when Seles's quarterfinal opponent, Amanda Coetzer of South Africa, actually won a point. It took the second-seeded Seles a painfully quick 48 minutes under the lights to dispense of 17th-ranked Coetzer, 6- 0, 6- 3. are times you wish maybe the women played five sets, that you wish you had a little bit longer out there,'' said a wistful Coetzer, who was playing in her first evening session at the Open. Seles would not have dropped a set. Most of the fans were not even in their seats in the time it took Seles to win the first set in 18 minutes. Coetzer said. Seles ran Coetzer around the court like a puppet master working her strings."
"New York Yankees are fuming after Paul O'Neill and Jeff Nelson were each suspended for two games and fined $1,000 for their actions in bench-clearing incident in Seattle last week (M) ","The Yankees were fuming today after Paul O'Neill and Jeff Nelson were each suspended for two games and fined $ 1,000 for their actions in a bench-clearing incident in Seattle last Wednesday night, while John Marzano, who was given only a two-game suspension, was the only Mariner who was They're not watching all the games O'Neill was knocked on his tail. O'Neill, the starting right fielder, will start his suspension on Friday. Lou tells the kid to throw at him, Marzano throws the first punch at O'Neill and we get it worse."
New York Yankees pitcher David Cone reports no problems with his pitching arm on day after victory over Oakland Athletics (M) ,"Torre said of Cone's performance.'' Jimmy Key will start on Friday against the Blue Jays at Yankee Stadium, followed by Cone making his second start on Saturday and Dwight Gooden pitching on Sunday. Cone would then pitch Sept. 12 in Detroit, would start a three-game series with the second-place Orioles on Sept. 17 and conclude a three-game series against Boston on Sept. 22. Cone wanted to be part of this exciting team that turned sluggish and to help usher the Yankees into the World Series. So far, so good.''One of the pieces we've been waiting for is David Cone returning,'' Torre said.''I'm feeling pretty lucky right now,'' Cone said.''"
"US Open tennis championships continue; Stefan Edberg, Pete Sampras, Goran Ivanesevic and Alex Corretja advance to men's quarterfinal round; photo (M) ","Edberg's victory sent him into his first Open quarterfinal since 1992, the year he won this event a second time. Edberg served for the first set at 5- 4 but never took control of the game, and that set the tone for the first tie breaker. He fell behind by 5- 1 and succumbed with an awkward backhand on Henman's first set point. In the second set, Edberg earned and squandered four break points in the fourth game, in which Henman served-and-volleyed himself out of trouble. But this year, the 24-year-old Ivanisevic, an Open afterthought in all eight prior visits, set his mind on surviving the first week of the only Grand Slam in which he has never played up to his seeding."
George Vecsey Sports of the Times column discusses Stefan Edberg advancing to quarterfinal round in what is to be his last US Open; photo (M) ,"THERE is a transient feeling to this year's United States Open-- personified by the free-floating seeding, personified by the hurricane that never arrived, personified by the new stadium looming on the westward flank of the old place. The crowd yells for a 30-year-old gentleman like Stefan Edberg, who is playing the 54th consecutive and the last Grand Slam tournament of his career, as disheartening as that sounds. Each time he wins a match in this last Grand Slam, he keeps insisting he will retire, no matter what. Next year they knock the top off the old stadium. and you get 13 1/2 years of consistency, the longest consecutive Grand Slam streak in tennis history, apparently."
New York Yankees owner George Steinbrenner discusses performance of pitcher David Cone in first appearance since shoulder surgery (S) ,"George Steinbrenner, the Yankee owner, became George Steinbrenner the Yankee fan as David Cone amazingly spun a no-hitter for seven innings against the A's on Monday. But Steinbrenner did not screech at the television set when Manager Joe Torre removed Cone with his no-hitter intact in the 5- 0 victory.''I totally, totally, absolutely, totally, support my manager,'' Steinbrenner said.'' It says on Mickey Mantle's monument that he was the consummate teammate. Well, David Cone is like that.''Told of Steinbrenner's remarks, Cone said:'' Not too much pressure."
Article on World Boxing Assn heavyweight champion Bruce Seldon preparing for bout against Mike Tyson; photo (M) ,"At stake is Seldon's World Boxing Association heavyweight crown. This is actually the second title Seldon has held. He was a kid, 17 or 18, and he frightened away the hardened guys.''Even then Seldon was a spectacular athlete. Seldon committed most of his crimes in Atlantic City, once holding up a liquor store. I labeled him as my grandpa,'' Seldon said.'' Seldon, the great athlete but supposedly flawed boxer, was unable to use his right hand against Tucker. Before fighting Tucker, Seldon vowed to make the title count for something if he won. Again, Seldon proved to be a man of his word. After he became champion, Seldon went back to Atlantic City. The guy remembered me,'' Seldon said.''"
