abstract,summary
"Article describes efforts of local officials in Hoi An, Vietnam, to woo tourists; city of ancient Chinese temples and sagging wooden houses emerged mostly undamaged from 50 years of war as best-preserved showpiece of pre-colonial Vietnam; map (M) ","Some people say the government is destroying this charming seaside town with gentrification in order to save it. The real Hoi An was a noisy place. It was a trading town, and it was always crowded with foreigners.''Twenty miles south of the large port city of Da Nang, Hoi An, with its ancient Chinese temples and sagging wooden houses, emerged mostly undamaged from 50 years of war as the best-preserved showpiece of pre-colonial Vietnam. All it lacks is tourists. Nhan's contempt for the backpackers who have discovered Hoi An illustrates Vietnam's single-minded attitude toward foreign visitors.'' We see a lot of these' independent tourists' coming to town,'' he said.'' This is a market town. Tourists can still have something from Hoi An to take with them."
"Residents of Boise, Idaho, comment on plans by Amtrak to end service there; city is one of 42 that will lose service because of declining ridership; map; photo (M) ","This city was so charmed by its old train depot, and so enchanted by the mystique of locomotive travel, that it mounted a $ 1.5 million campaign to buy the station. With ridership declining, Amtrak has announced it is cutting train travel to Boise, one of 42 cities that will lose service, including Dallas, Las Vegas and Little Rock.''I'm sorry to see it go,'' said Dan Neighbor, 45, who had donated $ 150 for the depot purchase, but said,'' I've got to admit The train to Seattle leaves here at 4:24 A.M.; the train to Denver leaves at 11:26 P.M.''Those hours were simply unmarketable,'' said Suzanne Burton, a spokeswoman for the city. I like the train.''' I will miss the train.''"
"Market Place column notes that trading in options market makes it appear that someone had advance knowledge that Medaphis Corp would report loss; says market-makers at both American Stock Exchange and Chicago Board Options Exchange have complained, and an investigation at both exchanges can be expected; notes that shareholders are big losers and some options speculators have made a windfall, but they will have to explain to investigators just how they came to place their bets when they did (M) ","THE stock market apparently was stunned when the Medaphis Corporation, a medical information company, disclosed after trading ended Wednesday that it would report a loss. The buyers paid a total of $ 14,556, plus commissions, for the 232 such contracts traded Wednesday, paying premiums of between 50 cents and 75 cents a share. Including puts with strike prices of $ 30 and $ 35, and expiration dates of today or late next month, a total of 664 contracts traded on Wednesday, up from 231 the day before and up from 8 such contracts the previous Wednesday. It took a write-off of profits already reported on that contract."
"Suffolk County officials have closed a park in Yaphank and begun aerial and ground spraying of insecticide after mosquitoes there were found to be infected with Eastern equine encephalitis, a virus that can cause paralysis in humans; photo; map (M) ","The spraying involves Southaven Park and adjoining areas in the Town of Brookhaven totaling 5,000 acres. It began on Wednesday after the County Health Commissioner, Mary E. Hibbard, declared a public health threat. Nevertheless, he urged residents to avoid mosquito-infested areas, especially in the early morning and late afternoon, when mosquitoes are most active. He also recommended that any visitors to mosquito-infested areas use insect repellents. The virus was last found in Suffolk County in 1994, in the Manorville area, Dr. Zaki said. Southaven Park was closed Tuesday evening, and ground spraying began in residential areas near the park the following morning."
Researchers report taking estrogen after menopause may reduce woman's risk of developing Alzheimer's or delay onset of disease (M) ,"Taking estrogen after menopause may reduce a woman's risk of developing Alzheimer's or delay onset of the disease, scientists said yesterday. , researchers found that only 5.8 percent of women who had taken estrogen developed Alzheimer's, compared with 16.3 percent of women who had not used it. With each passing year of the five-year study, only 2.7 percent of the women who had used estrogen developed Alzheimer's as against 8.4 percent of those who had not used it. Moreover, the longer the women took estrogen, the lower their risk. The research might point the way towards other compounds that could delay or prevent Alzheimer's disease in men as well as women, said Dr. Zaven Khachaturian, director of the Reagan Research Institute at the Alzheimer's Association, in Chicago."
"Interview with Shamil Basayev, Chechen rebel leader who says he is back for good in Grozny, capital of separatist Chechnya, where Russian troops remain under siege; maps; photo (M) ","Basayev, who ranks among the most notorious and successful guerrilla leaders of recent times, was alluding to the first battle for Grozny in January 1995, when the Russian Army drove his Chechen separatists from the city in a brutal aerial assault. But I do n't believe in the words of any Russian. He declared that Russian forces lost at least 2,000 men in the battle for Grozny during the last week while only 34 of his soldiers died. The Russian military command says about 300 soldiers died during the fighting. He said today that three Russian planes were shot down in the fighting last week, and'' Two of them I shot down personally.''"
"New York City Police Officer Francis Latimer, pursuing stolen livery car through Washington Heights, is shot in head and critically wounded by driver, who also wounds Latimer's partner, Sgt Thomas Scolan; gunman manages to elude police manhunt; photo (M) ","A New York City police officer pursuing a stolen livery car through Washington Heights was shot in the head and critically wounded yesterday by the driver, who left the car and ambushed the officer and his partner as they drove around a corner, the police said. The attack was the 10th shooting of an on-duty police officer this year, and came as the police prepared to flood northern Manhattan with 600 new officers to crack down on the rampant drug trade that fuels crime in the area. The police said that before the shooting, the gunman had hailed the white livery cab at a corner of 145th Street and Broadway. Police Commissioner Howard Safir, after visiting Officer Latimer in the hospital yesterday morning, called the shooting'' a cowardly act by a very vicious perpetrator.''"
"Hewlett-Packard Co reports 26 percent decline in fiscal third-quarter earnings, to $425 million, compared with year-earlier quarter; revenue rose 17.7 percent, to $9.11 billion; earnings were reduced by pretax charge of $135 million to cover company's withdrawal from computer disk-drive manufacturing business and to account for losses in that business; Cisco Systems Inc reports fiscal fourth-quarter earnings rose 85.7 percent, to $266.8 million, compared with year earlier; revenue in quarter rose 176.3 percent, to $1.72 billion; results do not include earnings from recently acquired company and pretax expenses for that acquisition (M) ","The Hewlett-Packard Company, confirming an earlier warning of bad financial news, reported a 26 percent decline in its fiscal third-quarter earnings today. Shares of the company's stock plunged $ 3.50, to $ 40, today. Revenue rose 17.7 percent, to $ 9.11 billion from $ 7.74 billion. Cisco Systems, the leader in equipment and software used for controlling the flow of information in corporate computer networks, said that its fiscal fourth-quarter earnings rose 85.7 percent, to $ 266.8 million, or 45 cents a share. With those results, Cisco had earnings of $ 276.6 million, or 41 cents a share. COMPANY REPORTS"
"Mayor Rudolph Giuliani, month-and-a-half after current budget took effect, orders $500 million in new cuts, saddling virtually every city agency with new round of sharp reductions; appears to be moving quickly to shore up soft spots in $33 billion budget and to address looming budget gaps in future that fiscal monitors have warned could trigger New York City's worst fiscal crisis since 1970's; cuts fall on top of $1 billion in reductions that were part of budget Giuliani and City Council adopted in June for fiscal '97, which began July 1 (M) ","Only a month and a half after his current budget took effect, Mayor Rudolph W. Giuliani ordered $ 500 million in new cuts yesterday, saddling virtually all city agencies with another round of sharp reductions. The new cuts fall on top of more than $ 1 billion in reductions that were part of the budget that Mr. Giuliani and the City Council adopted in June for the 1997 fiscal year, which began July 1. The $ 500 million in cuts could reduce the future gaps significantly. It could also help reduce the need for still more dramatic cuts later this year or in next year's budget."
New 30-second advertisement being broadcast nationally on behalf of Clinton/Gore '96 Presidential campaign previewed; photo (S) ,"This is a new 30-second advertisement being broadcast nationally on behalf of the Clinton / Gore' 96 campaign. The scene then changes to pictures of Bill Clinton, and of Bob Dole and Speaker Newt Gingrich standing together. The Oval Office. No to the Brady Bill, 60,000 criminals allowed to buy handguns. But next year, if Newt Gingrich controls Congress and his partner Bob Dole enters the Oval Office, they'll be nobody there to stop them.''ACCURACY Republicans proposed reducing projected Medicare spending by $ 270 billion over seven years in their deficit-reducing budget reconciliation bill, which Mr. Clinton vetoed last December. Mr. Dole also supported an appropriations bill in 1995, which Mr. Clinton vetoed, that would have reduced environmental enforcement and Superfund financing by 25 percent."
"Russian Prime Min Viktor S Chernomyrdin announces new Cabinet, whose makeup resembles that of old one, with exception of newcomer Vladimir O Potanin, who is placed in charge of coordinating economic policy, including sensitive issue of privatization; he is one of select clique of bankers and business leaders who bankrolled Pres Boris Yeltsin's re-election campaign; appointment of brashly capitalistic bank president signals Government's commitment to continuing free-market reform (M) ","But it also suggested that the cronyism and sweetheart deals that veined the economic reform effort during Mr. Yeltsin's first term will not vanish in the second. Potanin, who said today he would probably resign from Oneximbank, is one of three First Deputy Prime Ministers who will report to Mr. Chernomyrdin. Aleksei A. Bolshakov was named first among the Deputy Prime Ministers and propelled into the second-highest job in the Government. But the rest is the same.''Aleksandr Y. Livshits, 50, the President's economic adviser in the Kremlin, was named Finance Minister and one of the Government's eight Deputy Prime Ministers. Oleg I. Lobov, a Yeltsin crony since the days when Mr. Yeltsin was the party boss in Sverdlovsk, was demoted from First Deputy Prime Minister to Deputy Prime Minister."
"NYC Deputy Mayor Peter J Powers, who has been Mayor Rudolph W Giuliani's top aide since 1994, announces that he will leave City Hall at end of month to return to private business and will eventually manage Giuliani's re-election campaign (M) ","Another such official, Randy M. Mastro, the Mayor's chief of staff, is at the top of the list to succeed Mr. Powers, city officials said. Even if Mr. Mastro is appointed to succeed Mr. Powers as Deputy Mayor for Operations, he will not receive the title of First Deputy Mayor, city officials said, because the Mayor's view is that the title must be earned over time. After naming Mr. Powers as Deputy Mayor for Operations, the Mayor at first resisted adding the title of First Deputy Mayor, saying Mr. Dinkins had shared too much power with aides. In contrast to the Mayor's sometimes confrontational manner, the sad-eyed Mr. Powers's public demeanor was gentle."
"Sears, Roebuck &amp; Co agrees to buy Orchard Supply Hardware Stores Corp for $308 million; Orchard has 61 hardware stores in California; Sears has 115 hardware stores, none in California; under terms of offer approved by Orchard's board, Sears will pay $35 a share for all of Orchard's 8.8 million shares,; Sears will also assume about $107 million of Orchard's debt; Freeman Spogli &amp; Co, leveraged buyout firm, has agreed to tender its 1.6 million Orchard shares; Sears currently has no plans to change name of Orchard Supply; Orchard reports its earnings for second quarter grew by 5 percent, to $5.9 million, while sales rose 11.3 percent, to $161.9 million (M) ","Sears, Roebuck & amp; Company agreed yesterday to buy the Orchard Supply Hardware Stores Corporation for $ 308 million as part of a rapid national expansion of its chain of hardware stores. Orchard, based in San Jose, Calif., has 61 hardware stores, all in California. Sears has 115 hardware stores in 14 markets east of the Mississippi, but none in California. Brokerage analysts generally praised the strategy in Sears's acquisition of Orchard.'' That, he explained, means more hardware stores outside typical locations. Jan Drummond, a Sears spokeswoman, said the Orchard acquisition pre-empted a national expansion plan for its hardware stores, which would not have included California until 1998 or 1999.' ' We have no Sears hardware stores in California,'' she added.''"
"Fidelity Investments asks Securities and Exchange Commission for permission to set up affiliated insurance company to guarantee its money market mutual funds against certain losses of up to $100 million; proposal by Fidelity contemplates formation of mutual insurance company, which would be owned by mutual funds it insures; if approved, plan would give Fidelity potential advantage over competitors in mutual fund industry: the ability to assure shareholders in all Fidelity's nearly 40 money market funds that their investments would be at least partly insured against losses if issuer of security owned by funds were to default; such occurrences are very rare (M) ","Fidelity Investments has asked the Securities and Exchange Commission for permission to set up an affiliated insurance company to guarantee its money market mutual funds against certain losses of up to $ 100 million. In fact, he said, the insurance would offer only a'' modest amount'' of protection in light of the $ 80 billion in assets invested in Fidelity's money market funds. Municipal bond funds and some tax-exempt money market funds are wholly or partly insured against some losses. Pozen said in setting up its own insurance company, Fidelity could offer affordable insurance for the money market funds.'' In September 1994, Community Assets Management liquidated a money market fund because it could not make up the fund's $ 2 million of losses."
"Offer by Hun Sen, one of Cambodia's tandem Prime Ministers, welcoming Khmer Rouge rebel leader Ieng Sary back into society and personally guaranteeing his safety, reopens painful question of how Cambodia is to deal with unhealed wounds of past; points up widening divisions within Govt, and severe split within guerrilla movement, in which Ieng Sary's faction has talked openly about truce with Government; he has been implicated in mass murders of millions during Khmer rule from 1975 to 1979; photo; map (M) ","Hun Sen embraced Ieng Sary, a close comrade of the Khmer Rouge founder Pol Pot, as signs emerged of a severe split within the guerrilla movement in which his faction has talked openly about a truce with the Government. Mr. Hun Sen said last week that this faction could include 3,000 or more soldiers-- more than half the Khmer Rouge force. The Khmer Rouge leaders have never been brought to trial and many of their former troops now live side by side with their victims in an uneasy calm. Heder said that among other things, a daughter of Mr. Ieng Sary studied accounting at the State University of New York at Stonybrook, an affront to the Khmer Rouge credo of anti-intellectualism."
"Danskin Inc, 114-year-old company that once had women's athletic-apparel market virtually to itself, has fallen on hard times; sales have slumped 7 percent over three years to $125 million, and company is so hobbled by $40 million in long-term debt that it can barely afford to advertise; company's stock has been moved to Nasdaq's less prestigious Small Cap Market after three years in which company's losses exceeded its book value; some insiders wonder if company can survive; Danskin's desperate condition illustrates how excesses of 1980's takeover binge, combined with self-aggrandizing management, can sap strength of even strongest brand names; photos; charts; graphs (L) ","But under his leadership at Danskin, sales have sagged and the company's most important asset-- the Danskin name-- has languished. But none of the management teams were able to capitalize on Danskin's name. In 1991, the company made nearly $ 6 million. In September 1994, Danskin's board asked Mr. Hero to step aside as chief executive while he worked to solve Esmark's problems. Mr. Hero, who remained chairman, was replaced by Mr. Cooley, a Danskin director. In defending his performance at Danskin, Mr. Cooley likes to hark back to his accomplishments at Jockey. When the other directors refused, Mr. Hero announced that he would boycott Danskin's annual shareholders meeting the next day."
"Divers in effort to recover wreckage from T.W.A. Flight 800 retrieve fourth and last engine from Boeing 747; some turbine blades are missing, but damage may have been caused by impact; two more victims are recovered, leaving 29 still missing (S) ","Divers in the effort to recover wreckage from T.W.A. Flight 800 yesterday retrieved the fourth and last engine from the Boeing 747. Some turbine blades were missing, but the damage may have been caused by the impact. Divers also brought up the bodies of two more victims, putting the total at 201, with 29 still missing. Also yesterday, aides to Mayor Rudolph W. Giuliani said he would travel to Montoursville, Pa., tomorrow to speak at a memorial for 21 of its residents, who died in the crash."
"Crackdown by Moroccan Govt on drug trade has caused apprehension in Chechaouen, gateway to country's vast marijuana plantations in Rif mountains, making farmers and dealers uneasy; move is aimed at breaking up network of local dealers who supply Europe's voracious demand; Moroccco has overtaken competitors in Middle East and West Africa to become world's leading hashish exporter; photos; map (M) ","Beyond here, cannabis fields cover 160,000 acres of the Rif mountain range, which rises in breathtaking cliffs out of the Mediterranean plain. The Rif crops are so plentiful that they supply not only the Moroccan market but much of Europe's voracious demand. Specialists say the Rif has expanded its hashish output tenfold in the past decade. But a problem awaits the Rif harvest of 1996. Hashish, or the plain, chopped marijuana leaves known as kif, have been around the Rif mountains at least since the 16th century. The Rif farmers have long supplied the teahouses from Tangier to Casablanca, where men smoke the stuff in tiny pipes. In late July, a French couple coming from the Rif was arrested with almost 200 pounds of hashish in a false roof."
"Madison, Wis, Circuit Court judge today upholds injunction barring state from expanding Milwaukee school voucher program to allow low-income inner-city students to attend religious schools at public expense (S) ","A Circuit Court judge today upheld an injunction that bars Wisconsin from expanding the Milwaukee school voucher program to allow low-income inner-city students to attend religious schools at public expense. Wisconsin was the first state to use publicly financed vouchers to pay tuition at private schools. But a new voucher program in Cleveland, Ohio, has won court approval and is scheduled to become the first to allow student to use state vouchers at both religious and non-sectarian private schools when school opens for the fall term. Courtney said 1,900 students had already applied to attend private non-sectarian schools in the program this fall. Last year, about 3,500 students had applied for religious schools."
Vignettes of some sideshows at Republican National Convention in San Diego; photo (M) ,"A Touch of EccentricitySelected eccentrics were welcomed inside the convention, notably Liberal Man. He roamed about as nocturnal animals emerged, rare as Buchananite sightings at the convention. Spellbinding as the Molinari keynote address might have been in the hall, it was the musky, throaty bellow of the Cape Buffalo in the zoo's night that the Speaker said provided a special convention memory. Teething OpThe convention's close nipped off what seemed an endless series of infants being flashed about the hall in drooling witness of the family-values campaign motif. This is teleprompter test. Jack and I are going to get along just fine.''Moola MoolaJack Kemp closed the convention in relentless pursuit of those sports metaphors."
Jon Pareles article on experiencing being a tourist in his own neighborhood by spending weekend at the SoHo Grand Hotel; listing; map; photos (M) ,"asked the woman taking reservations for the SoHo Grand Hotel, the new hotel at 310 West Broadway, below Grand Street. The SoHo Grand, with 369 rooms and 4 suites, is one more commercial increment: the first hotel built in SoHo since it became a landmark district in 1973.For this weekend, my wife and I would be tourists in our own neighborhood. The SoHo Grand was not welcomed by the neighborhood. SoHo Sojourn: Restaurants and BarsBAROLO, 398 West Broadway, at Spring Street, ( 212 ) 226- 1102.CAFE NOIR, 32 Grand Street, ( 212 ) 431- 7910.CAFFE NOVECENTO, 343 West Broadway, at Grand Street, ( 212 ) 925-4706.THE CUB ROOM, 131 Sullivan Street, ( 212 ) 777-0030.FELIX, 340 West Broadway, at Grand Street,"
"Interview with James K Kallstrom, chief law-enforcement official investigating explosion and crash of Trans World Airlines Boeing 747 off Long Island on July 17 with loss of 230 lives; he says evidence needed to prove accident resulted from criminal act may be no larger than football and is lost in sand at bottom of Atlantic; photo (M) ","The official, James K. Kallstrom, assistant F.B.I. director in New York, acknowledged in an interview that he and 1,000 additional investigators, divers, technicians and others could use a stroke of luck,'' sort of like the lottery balls.''If wreckage holding clear forensic evidence is never found, Mr. Kallstrom said, the Federal Bureau of Investigation may have to try to build a circumstantial criminal case. Right now, he added, the F.B.I. has far too little evidence to do that. The elusive evidence has a dual purpose. A cornerstone is the discovery of forensic evidence of a bomb or missile."
Movie The Substitute now available on home video; brief review (S) ,"The Substitute1996. Live. $ 99.98. Laser disk, $ 34.98. 114 minutes. Closed captioned. R.A mercenary named Shale ( Tom Berenger ) fills in as a substitute teacher for his friend Jane, who has had her kneecaps broken by a local gang member, and quickly dishes out some of the same medicine to toughies in the classroom. Discovering that the school principal is in cahoots with a group called the Kings of Destruction, Shale brings in some fellow mercenaries to clean up in a film'' with a menacing classroom ambiance that makes' The Blackboard Jungle' look like Sunnybrook Farm'' ( Stephen Holden )."
Movie Mr Wrong now available in home video (S) ,"Mr. Wrong1996. Touchstone. $ 100.72. Laser disk, $ 39.99. 97 minutes. Closed captioned. PG-13. Release date: Tuesday. Pressured by a newlywed sister and other influences, Martha Alston ( Ellen DeGeneres ) takes up with Whitman Crawford ( Bill Pullman ), who comes on smoothly on the first date and then proceeds to self-destruct.'' What can I say?'' he says after throwing a beer can at an old man in the street.' ' I'm in the zone.'' Right. But then everybody but Martha acts unhinged in a flat comedy that'' wastes an amusing premise and two likable stars'' ( Janet Maslin )."
"Seventy New York City police officers, as they struggle to come to grips with shooting of their colleague Francis Latimer, pack small Roman Catholic church across street from 33d Precinct station house to pray for speedy recovery for their fellow officer (M) ","As they struggled to come to grips yesterday with the shooting of their colleague, 70 police officers packed a small Roman Catholic church across the street from the 33d Precinct station house to pray for the speedy recovery of Officer Francis Latimer. shift.''We're shocked,'' said an officer who declined to give his name.' I once asked him why he became a police officer in this world. Across the street, a stream of uniformed and plainclothes officers visited the newly built two-story precinct where Officer Latimer worked for two years after transferring from the nearby 34th Precinct. Officer Latimer lives in an expansive condominium development of two-story yellow-shingled town house in the Orange County community of Chester."
"A M Rosenthal Op-Ed column says issue of character and values, which has dogged Clinton Presidency, is exactly same problem besetting Republican party and its candidates (M) ","The second time I voted for Bill Clinton, because Mr. Bush had thrown away the political victory over Saddam Hussein that should have come from the military victory. Any candidate who uses bigotry as a political weapon is out, out. The party adopted a platform with amendments that would outlaw abortion, mandate balanced budgets, bar citizenship to American-born children of all illegal immigrants and many legal ones, protect victims' rights and'' safeguard Old Glory.'' But the most disappointing inconstancy came where least expected-- from Jack Kemp. On orders from Mr. Dole, Mr. Kemp decided he was against affirmative action after all. And he decided, against everything he had said and stood for, that children of illegal immigrants should be barred from public school."
"Bob Dole, in speech accepting Republican Presidential nomination, portrayed himself as resolute, Reaganesque father figure and Bill Clinton as leader of communal band of arrogant youth in one of his harshest condemnations of Clinton Administration (M) ","In Bob Dole's acceptance speech tonight, two characters sprang forth larger than life. One was Bob Dole, who emerged gently in the first person singular, a resolute, Reaganesque father figure who could reach back with grace across the rudeness of contemporary life and recreate Norman Rockwell's America. These two characters battled throughout Mr. Dole's speech. If I win,'' he asserted,'' the lives of violent criminals are going to be hell.''The Mr. Dole presented here would be firm where Mr. Clinton has been weak.'' President Clinton has failed to adequately provide for our future defense,'' Mr. Dole said, painting Mr. Clinton as a kind of national deadbeat dad.''"
Editorial lauds Sec of State Warren Christopher for displaying firm diplomacy that will be needed as Bosnia moves toward critical elections (M) ,"In his trip to Geneva and Sarajevo this week, Secretary of State Warren Christopher displayed the kind of firm diplomacy that will be needed as Bosnia moves toward critical elections. These failings have led monitoring groups as well as Bosnian opposition parties to urge that the elections be postponed. Bosnian Serbs agreed to submit a territorial dispute in northeastern Bosnia to binding arbitration. The Dayton agreement promised Bosnia a year's international presence to secure a respite from the fighting and give its people a chance to begin rebuilding a civil society and political institutions. But Dayton can be deemed a success only if the elections are conducted fairly and the new national institutions begin to function."
Bob Herbert Op-Ed column says Bob Dole's promise to enact substantial tax cut and balance budget by 2002 if elected President is not politically possible (M) ,"'' I want a balanced budget by 2002,'' said Bob Dole. I can cut taxes and balance the budget. He said he would'' cut out a few departments'' and'' cut back on a few programs'' and, bingo, the budget would be balanced, even with the half-trillion-dollar Dole-Kemp tax cut. The Center on Budget and Policy Priorities has just completed an analysis of Mr. Dole's tax cut and budget-balancing plan. That, according to the center's analysis, would push the total spending cuts required between now and 2002 above $ 1 trillion."
Summary of some notable events at Republican National Convention in San Diego (S) ,"DOLE'S RECURRING THEMES On the final night of the Republican National Convention, Bob Dole took center stage with the most important speech of his long political career. The prepared text laid out the Presidential nominee's vision of economic opportunity for all Americans and touched again and again on the issue of trust. WHITMAN Christine Todd Whitman, the New Jersey Governor and co- chairwoman of the convention, is making her own considerable splash at the gathering. So popular is Mrs. Whitman that she had to announce more than once that she was not interested in being Mr. Dole's running mate. She appeared at the convention podium so often that at times it seemed like'' This Week with Christine Whitman.''REPUBLICANS' CREDIBILITY The Republicans certainly did not overdose on truth serum."
